libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 = 40.62%; accuracy_at_5 = 66.80%; loss = 2.327776 
Iteration   340: accuracy_at_1 = 33.98%; accuracy_at_5 = 63.67%; loss = 2.512070  (0.466492 s/it)
Iteration   350: accuracy_at_1 = 34.77%; accuracy_at_5 = 62.11%; loss = 2.588308  (0.466088 s/it)
Iteration   360: accuracy_at_1 = 33.59%; accuracy_at_5 = 63.28%; loss = 2.604949  (0.465052 s/it)
Iteration   370: accuracy_at_1 = 31.25%; accuracy_at_5 = 61.72%; loss = 2.656171  (0.465228 s/it)
Iteration   380: accuracy_at_1 = 33.20%; accuracy_at_5 = 64.84%; loss = 2.639014  (0.466438 s/it)
Iteration   390: accuracy_at_1 = 33.20%; accuracy_at_5 = 65.23%; loss = 2.471237  (0.466447 s/it)
Iteration   400: accuracy_at_1 = 36.33%; accuracy_at_5 = 63.67%; loss = 2.532220  (0.455902 s/it)
Iteration   410: accuracy_at_1 = 35.16%; accuracy_at_5 = 63.67%; loss = 2.518507  (0.456848 s/it)
Iteration   420: accuracy_at_1 = 41.02%; accuracy_at_5 = 66.41%; loss = 2.314723  (0.456601 s/it)
Iteration   430: accuracy_at_1 = 31.64%; accuracy_at_5 = 65.62%; loss = 2.573009  (0.457543 s/it)
Iteration   440: accuracy_at_1 = 36.72%; accuracy_at_5 = 65.23%; loss = 2.556112  (0.456889 s/it)
Iteration   450: accuracy_at_1 = 34.38%; accuracy_at_5 = 62.89%; loss = 2.641138  (0.456194 s/it)
Iteration   460: accuracy_at_1 = 33.20%; accuracy_at_5 = 60.16%; loss = 2.622206  (0.455056 s/it)
Iteration   470: accuracy_at_1 = 40.62%; accuracy_at_5 = 67.58%; loss = 2.360766  (0.456842 s/it)
Iteration   480: accuracy_at_1 = 38.28%; accuracy_at_5 = 64.06%; loss = 2.423947  (0.455384 s/it)
Iteration   490: accuracy_at_1 = 37.89%; accuracy_at_5 = 62.50%; loss = 2.489852  (0.455342 s/it)
Iteration   500: accuracy_at_1 = 35.94%; accuracy_at_5 = 70.31%; loss = 2.481897  (0.455483 s/it)
Iteration   510: accuracy_at_1 = 34.77%; accuracy_at_5 = 62.89%; loss = 2.533589  (0.455712 s/it)
Iteration   520: accuracy_at_1 = 34.38%; accuracy_at_5 = 63.28%; loss = 2.614554  (0.458195 s/it)
Iteration   530: accuracy_at_1 = 39.45%; accuracy_at_5 = 67.97%; loss = 2.364242  (0.456368 s/it)
Iteration   540: accuracy_at_1 = 31.25%; accuracy_at_5 = 60.94%; loss = 2.731205  (0.456272 s/it)
Iteration   550: accuracy_at_1 = 36.33%; accuracy_at_5 = 66.02%; loss = 2.405378  (0.457817 s/it)
Iteration   560: accuracy_at_1 = 39.45%; accuracy_at_5 = 69.14%; loss = 2.354191  (0.456462 s/it)
Iteration   570: accuracy_at_1 = 35.55%; accuracy_at_5 = 66.02%; loss = 2.527160  (0.456818 s/it)
Iteration   580: accuracy_at_1 = 35.94%; accuracy_at_5 = 68.36%; loss = 2.414345  (0.457181 s/it)
Iteration   590: accuracy_at_1 = 34.77%; accuracy_at_5 = 61.72%; loss = 2.704402  (0.455682 s/it)
Iteration   600: accuracy_at_1 = 35.55%; accuracy_at_5 = 64.06%; loss = 2.598935  (0.456068 s/it)
Iteration   610: accuracy_at_1 = 31.64%; accuracy_at_5 = 57.42%; loss = 2.838217  (0.455991 s/it)
Iteration   620: accuracy_at_1 = 36.72%; accuracy_at_5 = 65.62%; loss = 2.461387  (0.456215 s/it)
Iteration   630: accuracy_at_1 = 30.47%; accuracy_at_5 = 60.94%; loss = 2.690312  (0.456376 s/it)
Iteration   640: accuracy_at_1 = 36.72%; accuracy_at_5 = 67.19%; loss = 2.432621  (0.455660 s/it)
Iteration   650: accuracy_at_1 = 38.28%; accuracy_at_5 = 64.06%; loss = 2.577719  (0.456960 s/it)
Iteration   660: accuracy_at_1 = 33.98%; accuracy_at_5 = 65.23%; loss = 2.524683  (0.456658 s/it)
Iteration   670: accuracy_at_1 = 30.08%; accuracy_at_5 = 63.67%; loss = 2.572211  (0.456581 s/it)
Iteration   680: accuracy_at_1 = 35.55%; accuracy_at_5 = 63.28%; loss = 2.568808  (0.458536 s/it)
Iteration   690: accuracy_at_1 = 32.81%; accuracy_at_5 = 62.50%; loss = 2.671130  (0.456803 s/it)
Iteration   700: accuracy_at_1 = 35.94%; accuracy_at_5 = 65.62%; loss = 2.551560  (0.456624 s/it)
Iteration   710: accuracy_at_1 = 33.59%; accuracy_at_5 = 65.23%; loss = 2.523787  (0.457308 s/it)
Iteration   720: accuracy_at_1 = 33.98%; accuracy_at_5 = 60.16%; loss = 2.669191  (0.455100 s/it)
Iteration   730: accuracy_at_1 = 34.77%; accuracy_at_5 = 60.16%; loss = 2.684096  (0.455658 s/it)
Iteration   740: accuracy_at_1 = 33.98%; accuracy_at_5 = 67.97%; loss = 2.626544  (0.455673 s/it)
Iteration   750: accuracy_at_1 = 37.50%; accuracy_at_5 = 69.14%; loss = 2.478809  (0.455489 s/it)
Iteration   760: accuracy_at_1 = 32.81%; accuracy_at_5 = 66.80%; loss = 2.444870  (0.456223 s/it)
Iteration   770: accuracy_at_1 = 31.64%; accuracy_at_5 = 65.62%; loss = 2.551722  (0.455602 s/it)
Iteration   780: accuracy_at_1 = 38.67%; accuracy_at_5 = 66.41%; loss = 2.473701  (0.458024 s/it)
Iteration   790: accuracy_at_1 = 32.81%; accuracy_at_5 = 63.28%; loss = 2.561540  (0.456315 s/it)
Iteration   800: accuracy_at_1 = 34.38%; accuracy_at_5 = 64.06%; loss = 2.556146  (0.458302 s/it)
Iteration   810: accuracy_at_1 = 38.28%; accuracy_at_5 = 70.31%; loss = 2.385303  (0.457389 s/it)
Iteration   820: accuracy_at_1 = 35.16%; accuracy_at_5 = 63.28%; loss = 2.598583  (0.457381 s/it)
Iteration   830: accuracy_at_1 = 35.94%; accuracy_at_5 = 66.80%; loss = 2.517182  (0.456921 s/it)
Iteration   840: accuracy_at_1 = 42.97%; accuracy_at_5 = 63.67%; loss = 2.366891  (0.455851 s/it)
Iteration   850: accuracy_at_1 = 37.50%; accuracy_at_5 = 66.02%; loss = 2.476704  (0.455928 s/it)
Iteration   860: accuracy_at_1 = 35.55%; accuracy_at_5 = 63.28%; loss = 2.474937  (0.456156 s/it)
Iteration   870: accuracy_at_1 = 36.72%; accuracy_at_5 = 66.41%; loss = 2.423749  (0.455610 s/it)
Iteration   880: accuracy_at_1 = 35.94%; accuracy_at_5 = 63.28%; loss = 2.551049  (0.455070 s/it)
Iteration   890: accuracy_at_1 = 37.89%; accuracy_at_5 = 62.50%; loss = 2.537266  (0.456518 s/it)
Iteration   900: accuracy_at_1 = 33.59%; accuracy_at_5 = 67.58%; loss = 2.471094  (0.456175 s/it)
Iteration   910: accuracy_at_1 = 41.02%; accuracy_at_5 = 68.36%; loss = 2.388720  (0.456739 s/it)
Iteration   920: accuracy_at_1 = 29.69%; accuracy_at_5 = 64.06%; loss = 2.546453  (0.456886 s/it)
Iteration   930: accuracy_at_1 = 37.11%; accuracy_at_5 = 66.02%; loss = 2.433391  (0.457095 s/it)
Iteration   940: accuracy_at_1 = 35.94%; accuracy_at_5 = 65.23%; loss = 2.508782  (0.457587 s/it)
Iteration   950: accuracy_at_1 = 37.89%; accuracy_at_5 = 64.84%; loss = 2.410439  (0.457375 s/it)
Iteration   960: accuracy_at_1 = 34.77%; accuracy_at_5 = 64.45%; loss = 2.564096  (0.457146 s/it)
Iteration   970: accuracy_at_1 = 31.64%; accuracy_at_5 = 62.11%; loss = 2.614273  (0.455697 s/it)
Iteration   980: accuracy_at_1 = 37.11%; accuracy_at_5 = 66.02%; loss = 2.411436  (0.456312 s/it)
Iteration   990: accuracy_at_1 = 32.03%; accuracy_at_5 = 64.06%; loss = 2.591979  (0.455897 s/it)
Iteration  1000: accuracy_at_1 = 35.16%; accuracy_at_5 = 64.06%; loss = 2.560180  (0.455614 s/it)
Iteration  1010: accuracy_at_1 = 45.31%; accuracy_at_5 = 68.75%; loss = 2.265686  (0.455619 s/it)
Iteration  1020: accuracy_at_1 = 33.98%; accuracy_at_5 = 60.55%; loss = 2.559864  (0.456266 s/it)
Iteration  1030: accuracy_at_1 = 37.89%; accuracy_at_5 = 61.72%; loss = 2.466591  (0.456225 s/it)
Iteration  1040: accuracy_at_1 = 33.98%; accuracy_at_5 = 58.20%; loss = 2.655710  (0.457247 s/it)
Iteration  1050: accuracy_at_1 = 34.38%; accuracy_at_5 = 63.28%; loss = 2.578167  (0.457200 s/it)
Iteration  1060: accuracy_at_1 = 35.94%; accuracy_at_5 = 66.02%; loss = 2.499362  (0.456821 s/it)
Iteration  1070: accuracy_at_1 = 34.77%; accuracy_at_5 = 63.28%; loss = 2.636520  (0.457161 s/it)
Iteration  1080: accuracy_at_1 = 31.25%; accuracy_at_5 = 64.84%; loss = 2.648449  (0.457062 s/it)
Iteration  1090: accuracy_at_1 = 39.84%; accuracy_at_5 = 67.97%; loss = 2.391846  (0.456690 s/it)
Iteration  1100: accuracy_at_1 = 38.28%; accuracy_at_5 = 63.28%; loss = 2.462773  (0.456155 s/it)
Iteration  1110: accuracy_at_1 = 35.16%; accuracy_at_5 = 66.02%; loss = 2.562678  (0.455391 s/it)
Iteration  1120: accuracy_at_1 = 32.03%; accuracy_at_5 = 61.72%; loss = 2.609220  (0.455743 s/it)
Iteration  1130: accuracy_at_1 = 33.20%; accuracy_at_5 = 64.06%; loss = 2.519970  (0.455355 s/it)
Iteration  1140: accuracy_at_1 = 30.47%; accuracy_at_5 = 60.55%; loss = 2.693321  (0.455687 s/it)
Iteration  1150: accuracy_at_1 = 31.64%; accuracy_at_5 = 64.45%; loss = 2.566831  (0.455796 s/it)
Iteration  1160: accuracy_at_1 = 28.91%; accuracy_at_5 = 57.42%; loss = 2.744952  (0.456819 s/it)
Iteration  1170: accuracy_at_1 = 37.50%; accuracy_at_5 = 66.80%; loss = 2.469890  (0.458247 s/it)
Iteration  1180: accuracy_at_1 = 38.28%; accuracy_at_5 = 66.41%; loss = 2.436764  (0.457115 s/it)
Iteration  1190: accuracy_at_1 = 38.28%; accuracy_at_5 = 67.19%; loss = 2.515652  (0.457824 s/it)
Iteration  1200: accuracy_at_1 = 36.33%; accuracy_at_5 = 60.16%; loss = 2.599720  (0.456770 s/it)
Iteration  1210: accuracy_at_1 = 37.50%; accuracy_at_5 = 65.23%; loss = 2.663485  (0.457125 s/it)
Iteration  1220: accuracy_at_1 = 35.55%; accuracy_at_5 = 70.31%; loss = 2.412376  (0.455821 s/it)
Iteration  1230: accuracy_at_1 = 39.45%; accuracy_at_5 = 68.36%; loss = 2.434258  (0.456470 s/it)
Iteration  1240: accuracy_at_1 = 36.72%; accuracy_at_5 = 67.58%; loss = 2.355744  (0.455031 s/it)
Iteration  1250: accuracy_at_1 = 30.08%; accuracy_at_5 = 62.11%; loss = 2.612514  (0.455460 s/it)
Iteration  1260: accuracy_at_1 = 36.33%; accuracy_at_5 = 65.62%; loss = 2.479093  (0.457251 s/it)
Iteration  1270: accuracy_at_1 = 27.34%; accuracy_at_5 = 60.94%; loss = 2.807235  (0.456823 s/it)
Iteration  1280: accuracy_at_1 = 34.38%; accuracy_at_5 = 65.23%; loss = 2.452710  (0.456190 s/it)
Iteration  1290: accuracy_at_1 = 38.28%; accuracy_at_5 = 68.36%; loss = 2.449762  (0.456483 s/it)
Iteration  1300: accuracy_at_1 = 33.59%; accuracy_at_5 = 72.27%; loss = 2.419753  (0.456321 s/it)
Iteration  1310: accuracy_at_1 = 37.89%; accuracy_at_5 = 68.36%; loss = 2.423784  (0.456640 s/it)
Iteration  1320: accuracy_at_1 = 32.03%; accuracy_at_5 = 62.50%; loss = 2.556058  (0.456935 s/it)
Iteration  1330: accuracy_at_1 = 41.41%; accuracy_at_5 = 69.14%; loss = 2.406418  (0.456825 s/it)
Iteration  1340: accuracy_at_1 = 37.50%; accuracy_at_5 = 65.23%; loss = 2.488174  (0.456585 s/it)
Iteration  1350: accuracy_at_1 = 34.38%; accuracy_at_5 = 61.72%; loss = 2.561261  (0.455889 s/it)
Iteration  1360: accuracy_at_1 = 33.98%; accuracy_at_5 = 63.67%; loss = 2.626233  (0.455109 s/it)
Iteration  1370: accuracy_at_1 = 41.02%; accuracy_at_5 = 69.14%; loss = 2.402869  (0.454943 s/it)
Iteration  1380: accuracy_at_1 = 35.16%; accuracy_at_5 = 66.02%; loss = 2.564240  (0.455557 s/it)
Iteration  1390: accuracy_at_1 = 30.47%; accuracy_at_5 = 60.16%; loss = 2.680013  (0.455670 s/it)
Iteration  1400: accuracy_at_1 = 33.98%; accuracy_at_5 = 69.14%; loss = 2.458030  (0.456300 s/it)
Iteration  1410: accuracy_at_1 = 39.84%; accuracy_at_5 = 64.45%; loss = 2.473243  (0.456695 s/it)
Iteration  1420: accuracy_at_1 = 32.42%; accuracy_at_5 = 61.33%; loss = 2.649829  (0.456741 s/it)
Iteration  1430: accuracy_at_1 = 41.02%; accuracy_at_5 = 64.06%; loss = 2.387520  (0.455981 s/it)
Iteration  1440: accuracy_at_1 = 35.94%; accuracy_at_5 = 65.62%; loss = 2.475734  (0.456967 s/it)
Iteration  1450: accuracy_at_1 = 37.50%; accuracy_at_5 = 66.80%; loss = 2.390989  (0.457088 s/it)
Iteration  1460: accuracy_at_1 = 36.72%; accuracy_at_5 = 62.50%; loss = 2.495850  (0.457109 s/it)
Iteration  1470: accuracy_at_1 = 38.67%; accuracy_at_5 = 68.36%; loss = 2.474737  (0.457406 s/it)
Iteration  1480: accuracy_at_1 = 39.45%; accuracy_at_5 = 66.41%; loss = 2.409475  (0.455850 s/it)
Iteration  1490: accuracy_at_1 = 32.42%; accuracy_at_5 = 72.27%; loss = 2.377879  (0.455444 s/it)
Iteration  1500: accuracy_at_1 = 36.33%; accuracy_at_5 = 67.97%; loss = 2.379483  (0.455476 s/it)
Iteration  1510: accuracy_at_1 = 37.89%; accuracy_at_5 = 65.23%; loss = 2.543069  (0.455878 s/it)
Iteration  1520: accuracy_at_1 = 31.25%; accuracy_at_5 = 62.89%; loss = 2.633626  (0.455082 s/it)
Iteration  1530: accuracy_at_1 = 35.55%; accuracy_at_5 = 67.97%; loss = 2.363621  (0.455344 s/it)
Iteration  1540: accuracy_at_1 = 39.84%; accuracy_at_5 = 71.88%; loss = 2.338075  (0.456730 s/it)
Iteration  1550: accuracy_at_1 = 34.38%; accuracy_at_5 = 60.94%; loss = 2.630533  (0.457575 s/it)
Iteration  1560: accuracy_at_1 = 35.94%; accuracy_at_5 = 66.80%; loss = 2.439000  (0.456724 s/it)
Iteration  1570: accuracy_at_1 = 32.81%; accuracy_at_5 = 65.23%; loss = 2.514245  (0.457732 s/it)
Iteration  1580: accuracy_at_1 = 31.64%; accuracy_at_5 = 60.55%; loss = 2.583800  (0.457140 s/it)
Iteration  1590: accuracy_at_1 = 31.64%; accuracy_at_5 = 65.23%; loss = 2.564444  (0.456852 s/it)
Iteration  1600: accuracy_at_1 = 41.41%; accuracy_at_5 = 70.70%; loss = 2.296150  (0.457086 s/it)
Iteration  1610: accuracy_at_1 = 35.94%; accuracy_at_5 = 65.62%; loss = 2.423364  (0.455516 s/it)
Iteration  1620: accuracy_at_1 = 34.77%; accuracy_at_5 = 65.23%; loss = 2.529892  (0.456048 s/it)
Iteration  1630: accuracy_at_1 = 37.11%; accuracy_at_5 = 64.45%; loss = 2.508699  (0.456558 s/it)
Iteration  1640: accuracy_at_1 = 37.50%; accuracy_at_5 = 64.06%; loss = 2.513586  (0.455289 s/it)
Iteration  1650: accuracy_at_1 = 36.33%; accuracy_at_5 = 64.84%; loss = 2.525729  (0.456255 s/it)
Iteration  1660: accuracy_at_1 = 35.94%; accuracy_at_5 = 67.19%; loss = 2.495017  (0.456101 s/it)
Iteration  1670: accuracy_at_1 = 34.38%; accuracy_at_5 = 65.23%; loss = 2.452440  (0.456234 s/it)
Iteration  1680: accuracy_at_1 = 38.67%; accuracy_at_5 = 66.41%; loss = 2.471244  (0.456734 s/it)
Iteration  1690: accuracy_at_1 = 35.55%; accuracy_at_5 = 65.62%; loss = 2.493093  (0.456973 s/it)
Iteration  1700: accuracy_at_1 = 35.94%; accuracy_at_5 = 64.06%; loss = 2.611329  (0.456555 s/it)
Iteration  1710: accuracy_at_1 = 39.45%; accuracy_at_5 = 65.62%; loss = 2.394061  (0.456444 s/it)
Iteration  1720: accuracy_at_1 = 34.77%; accuracy_at_5 = 65.62%; loss = 2.519019  (0.456949 s/it)
Iteration  1730: accuracy_at_1 = 36.33%; accuracy_at_5 = 68.75%; loss = 2.544816  (0.457465 s/it)
Iteration  1740: accuracy_at_1 = 35.55%; accuracy_at_5 = 61.33%; loss = 2.631509  (0.455108 s/it)
Iteration  1750: accuracy_at_1 = 33.98%; accuracy_at_5 = 67.97%; loss = 2.497600  (0.455350 s/it)
Iteration  1760: accuracy_at_1 = 38.67%; accuracy_at_5 = 67.97%; loss = 2.451702  (0.455845 s/it)
Iteration  1770: accuracy_at_1 = 36.33%; accuracy_at_5 = 68.36%; loss = 2.382923  (0.455521 s/it)
Iteration  1780: accuracy_at_1 = 40.23%; accuracy_at_5 = 68.75%; loss = 2.372182  (0.455781 s/it)
Iteration  1790: accuracy_at_1 = 37.89%; accuracy_at_5 = 70.31%; loss = 2.416332  (0.454893 s/it)
Iteration  1800: accuracy_at_1 = 33.20%; accuracy_at_5 = 64.06%; loss = 2.597971  (0.456805 s/it)
Iteration  1810: accuracy_at_1 = 37.11%; accuracy_at_5 = 67.97%; loss = 2.361227  (0.459394 s/it)
Iteration  1820: accuracy_at_1 = 34.77%; accuracy_at_5 = 64.84%; loss = 2.598102  (0.456758 s/it)
Iteration  1830: accuracy_at_1 = 35.55%; accuracy_at_5 = 62.89%; loss = 2.591549  (0.457659 s/it)
Iteration  1840: accuracy_at_1 = 36.33%; accuracy_at_5 = 62.50%; loss = 2.554404  (0.457046 s/it)
Iteration  1850: accuracy_at_1 = 33.20%; accuracy_at_5 = 64.84%; loss = 2.594676  (0.457899 s/it)
Iteration  1860: accuracy_at_1 = 37.50%; accuracy_at_5 = 67.19%; loss = 2.448505  (0.456795 s/it)
Iteration  1870: accuracy_at_1 = 34.38%; accuracy_at_5 = 62.89%; loss = 2.523638  (0.456486 s/it)
Iteration  1880: accuracy_at_1 = 36.72%; accuracy_at_5 = 69.92%; loss = 2.392248  (0.455599 s/it)
Iteration  1890: accuracy_at_1 = 36.33%; accuracy_at_5 = 66.80%; loss = 2.470529  (0.455627 s/it)
Iteration  1900: accuracy_at_1 = 35.16%; accuracy_at_5 = 67.19%; loss = 2.437490  (0.456267 s/it)
Iteration  1910: accuracy_at_1 = 35.16%; accuracy_at_5 = 63.67%; loss = 2.582097  (0.456440 s/it)
Iteration  1920: accuracy_at_1 = 30.86%; accuracy_at_5 = 64.84%; loss = 2.480621  (0.456055 s/it)
Iteration  1930: accuracy_at_1 = 40.23%; accuracy_at_5 = 66.80%; loss = 2.427904  (0.457710 s/it)
Iteration  1940: accuracy_at_1 = 34.77%; accuracy_at_5 = 64.06%; loss = 2.564964  (0.456940 s/it)
Iteration  1950: accuracy_at_1 = 38.28%; accuracy_at_5 = 63.28%; loss = 2.484393  (0.456539 s/it)
Iteration  1960: accuracy_at_1 = 39.06%; accuracy_at_5 = 67.19%; loss = 2.516066  (0.458455 s/it)
Iteration  1970: accuracy_at_1 = 36.33%; accuracy_at_5 = 69.53%; loss = 2.417572  (0.457379 s/it)
Iteration  1980: accuracy_at_1 = 34.38%; accuracy_at_5 = 66.80%; loss = 2.463250  (0.457338 s/it)
Iteration  1990: accuracy_at_1 = 33.20%; accuracy_at_5 = 68.36%; loss = 2.496421  (0.456890 s/it)
Iteration  2000: accuracy_at_1 = 40.23%; accuracy_at_5 = 69.14%; loss = 2.460040  (0.456129 s/it)
Iteration  2010: accuracy_at_1 = 37.89%; accuracy_at_5 = 66.80%; loss = 2.401900  (0.455856 s/it)
Iteration  2020: accuracy_at_1 = 35.55%; accuracy_at_5 = 64.45%; loss = 2.542312  (0.455887 s/it)
Iteration  2030: accuracy_at_1 = 39.06%; accuracy_at_5 = 64.06%; loss = 2.510036  (0.455898 s/it)
Iteration  2040: accuracy_at_1 = 38.28%; accuracy_at_5 = 64.06%; loss = 2.436444  (0.456679 s/it)
Iteration  2050: accuracy_at_1 = 38.67%; accuracy_at_5 = 66.41%; loss = 2.517171  (0.456352 s/it)
Iteration  2060: accuracy_at_1 = 37.50%; accuracy_at_5 = 63.67%; loss = 2.527567  (0.457299 s/it)
Iteration  2070: accuracy_at_1 = 37.11%; accuracy_at_5 = 67.58%; loss = 2.612323  (0.458251 s/it)
Iteration  2080: accuracy_at_1 = 37.50%; accuracy_at_5 = 64.06%; loss = 2.441080  (0.457577 s/it)
Iteration  2090: accuracy_at_1 = 36.33%; accuracy_at_5 = 62.89%; loss = 2.538103  (0.457064 s/it)
Iteration  2100: accuracy_at_1 = 33.59%; accuracy_at_5 = 67.19%; loss = 2.465059  (0.457078 s/it)
Iteration  2110: accuracy_at_1 = 41.41%; accuracy_at_5 = 68.75%; loss = 2.288242  (0.456872 s/it)
Iteration  2120: accuracy_at_1 = 27.73%; accuracy_at_5 = 61.72%; loss = 2.735649  (0.456034 s/it)
Iteration  2130: accuracy_at_1 = 36.72%; accuracy_at_5 = 71.48%; loss = 2.390900  (0.456404 s/it)
Iteration  2140: accuracy_at_1 = 41.41%; accuracy_at_5 = 70.31%; loss = 2.436002  (0.455840 s/it)
Iteration  2150: accuracy_at_1 = 34.77%; accuracy_at_5 = 60.16%; loss = 2.606889  (0.456208 s/it)
Iteration  2160: accuracy_at_1 = 39.06%; accuracy_at_5 = 68.75%; loss = 2.461640  (0.455786 s/it)
Iteration  2170: accuracy_at_1 = 35.94%; accuracy_at_5 = 68.36%; loss = 2.343844  (0.456456 s/it)
Iteration  2180: accuracy_at_1 = 37.89%; accuracy_at_5 = 65.23%; loss = 2.495033  (0.456425 s/it)
Iteration  2190: accuracy_at_1 = 34.38%; accuracy_at_5 = 62.50%; loss = 2.530594  (0.456821 s/it)
Iteration  2200: accuracy_at_1 = 34.38%; accuracy_at_5 = 65.62%; loss = 2.514015  (0.457206 s/it)
Iteration  2210: accuracy_at_1 = 35.94%; accuracy_at_5 = 65.23%; loss = 2.536986  (0.457205 s/it)
Iteration  2220: accuracy_at_1 = 37.11%; accuracy_at_5 = 65.23%; loss = 2.539932  (0.457060 s/it)
Iteration  2230: accuracy_at_1 = 37.11%; accuracy_at_5 = 69.53%; loss = 2.471252  (0.456758 s/it)
Iteration  2240: accuracy_at_1 = 31.64%; accuracy_at_5 = 65.23%; loss = 2.663318  (0.456862 s/it)
Iteration  2250: accuracy_at_1 = 41.80%; accuracy_at_5 = 69.92%; loss = 2.257387  (0.456010 s/it)
Iteration  2260: accuracy_at_1 = 32.81%; accuracy_at_5 = 60.55%; loss = 2.562522  (0.455857 s/it)
Iteration  2270: accuracy_at_1 = 35.94%; accuracy_at_5 = 68.36%; loss = 2.469291  (0.455529 s/it)
Iteration  2280: accuracy_at_1 = 37.11%; accuracy_at_5 = 67.58%; loss = 2.493713  (0.455335 s/it)
Iteration  2290: accuracy_at_1 = 34.38%; accuracy_at_5 = 62.11%; loss = 2.536038  (0.455762 s/it)
Iteration  2300: accuracy_at_1 = 39.06%; accuracy_at_5 = 70.70%; loss = 2.424926  (0.455334 s/it)
Iteration  2310: accuracy_at_1 = 36.33%; accuracy_at_5 = 66.41%; loss = 2.334723  (0.456496 s/it)
Iteration  2320: accuracy_at_1 = 34.38%; accuracy_at_5 = 60.94%; loss = 2.545268  (0.456825 s/it)
