libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 = 65.62%; accuracy_at_5 = 79.69%; loss = 1.568943 
Iteration   580: accuracy_at_1 = 56.25%; accuracy_at_5 = 82.81%; loss = 1.632152  (1.400775 s/it)
Iteration   590: accuracy_at_1 = 59.38%; accuracy_at_5 = 85.94%; loss = 1.636436  (1.399268 s/it)
Iteration   600: accuracy_at_1 = 39.06%; accuracy_at_5 = 79.69%; loss = 2.006100  (1.400126 s/it)
Iteration   610: accuracy_at_1 = 45.31%; accuracy_at_5 = 78.12%; loss = 1.920616  (1.400393 s/it)
Iteration   620: accuracy_at_1 = 56.25%; accuracy_at_5 = 82.81%; loss = 1.647704  (1.401872 s/it)
Iteration   630: accuracy_at_1 = 42.19%; accuracy_at_5 = 82.81%; loss = 2.082890  (1.400423 s/it)
Iteration   640: accuracy_at_1 = 46.88%; accuracy_at_5 = 85.94%; loss = 1.539536  (1.400517 s/it)
Iteration   650: accuracy_at_1 = 42.19%; accuracy_at_5 = 70.31%; loss = 2.208435  (1.400248 s/it)
Iteration   660: accuracy_at_1 = 46.88%; accuracy_at_5 = 82.81%; loss = 1.743903  (1.400736 s/it)
Iteration   670: accuracy_at_1 = 40.62%; accuracy_at_5 = 76.56%; loss = 2.066234  (1.400558 s/it)
Iteration   680: accuracy_at_1 = 46.88%; accuracy_at_5 = 76.56%; loss = 1.943211  (1.399472 s/it)
Iteration   690: accuracy_at_1 = 46.88%; accuracy_at_5 = 70.31%; loss = 2.116106  (1.400517 s/it)
Iteration   700: accuracy_at_1 = 56.25%; accuracy_at_5 = 81.25%; loss = 1.715787  (1.400040 s/it)
Iteration   710: accuracy_at_1 = 46.88%; accuracy_at_5 = 85.94%; loss = 1.755836  (1.400451 s/it)
Iteration   720: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.864687  (1.400342 s/it)
Iteration   730: accuracy_at_1 = 48.44%; accuracy_at_5 = 84.38%; loss = 1.733559  (1.399792 s/it)
Iteration   740: accuracy_at_1 = 39.06%; accuracy_at_5 = 79.69%; loss = 2.097855  (1.400576 s/it)
Iteration   750: accuracy_at_1 = 40.62%; accuracy_at_5 = 78.12%; loss = 2.119351  (1.399388 s/it)
Iteration   760: accuracy_at_1 = 56.25%; accuracy_at_5 = 81.25%; loss = 1.642968  (1.401291 s/it)
Iteration   770: accuracy_at_1 = 46.88%; accuracy_at_5 = 82.81%; loss = 1.714612  (1.400325 s/it)
Iteration   780: accuracy_at_1 = 50.00%; accuracy_at_5 = 84.38%; loss = 1.509399  (1.401644 s/it)
Iteration   790: accuracy_at_1 = 42.19%; accuracy_at_5 = 68.75%; loss = 2.300035  (1.400038 s/it)
Iteration   800: accuracy_at_1 = 51.56%; accuracy_at_5 = 79.69%; loss = 1.749331  (1.400499 s/it)
Iteration   810: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.681903  (1.399904 s/it)
Iteration   820: accuracy_at_1 = 62.50%; accuracy_at_5 = 79.69%; loss = 1.636353  (1.399626 s/it)
Iteration   830: accuracy_at_1 = 56.25%; accuracy_at_5 = 90.62%; loss = 1.477786  (1.400337 s/it)
Iteration   840: accuracy_at_1 = 50.00%; accuracy_at_5 = 84.38%; loss = 1.771657  (1.400765 s/it)
Iteration   850: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.756604  (1.400433 s/it)
Iteration   860: accuracy_at_1 = 62.50%; accuracy_at_5 = 81.25%; loss = 1.574861  (1.401561 s/it)
Iteration   870: accuracy_at_1 = 56.25%; accuracy_at_5 = 75.00%; loss = 1.977776  (1.400157 s/it)
Iteration   880: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.648315  (1.400777 s/it)
Iteration   890: accuracy_at_1 = 46.88%; accuracy_at_5 = 79.69%; loss = 1.723253  (1.400599 s/it)
Iteration   900: accuracy_at_1 = 57.81%; accuracy_at_5 = 89.06%; loss = 1.302707  (1.400463 s/it)
Iteration   910: accuracy_at_1 = 50.00%; accuracy_at_5 = 82.81%; loss = 1.818681  (1.399758 s/it)
Iteration   920: accuracy_at_1 = 54.69%; accuracy_at_5 = 89.06%; loss = 1.600195  (1.400783 s/it)
Iteration   930: accuracy_at_1 = 43.75%; accuracy_at_5 = 78.12%; loss = 1.889299  (1.400767 s/it)
Iteration   940: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.727049  (1.400347 s/it)
Iteration   950: accuracy_at_1 = 46.88%; accuracy_at_5 = 81.25%; loss = 1.939273  (1.400391 s/it)
Iteration   960: accuracy_at_1 = 45.31%; accuracy_at_5 = 78.12%; loss = 1.806511  (1.400029 s/it)
Iteration   970: accuracy_at_1 = 51.56%; accuracy_at_5 = 76.56%; loss = 1.972428  (1.399689 s/it)
Iteration   980: accuracy_at_1 = 54.69%; accuracy_at_5 = 79.69%; loss = 1.568141  (1.399351 s/it)
Iteration   990: accuracy_at_1 = 53.12%; accuracy_at_5 = 85.94%; loss = 1.708803  (1.400737 s/it)
Iteration  1000: accuracy_at_1 = 50.00%; accuracy_at_5 = 81.25%; loss = 1.699971  (1.400365 s/it)
Iteration  1010: accuracy_at_1 = 62.50%; accuracy_at_5 = 85.94%; loss = 1.443910  (1.400400 s/it)
Iteration  1020: accuracy_at_1 = 46.88%; accuracy_at_5 = 82.81%; loss = 1.755609  (1.399942 s/it)
Iteration  1030: accuracy_at_1 = 53.12%; accuracy_at_5 = 79.69%; loss = 1.569388  (1.399599 s/it)
Iteration  1040: accuracy_at_1 = 57.81%; accuracy_at_5 = 82.81%; loss = 1.744594  (1.399899 s/it)
Iteration  1050: accuracy_at_1 = 57.81%; accuracy_at_5 = 87.50%; loss = 1.577729  (1.401142 s/it)
Iteration  1060: accuracy_at_1 = 51.56%; accuracy_at_5 = 78.12%; loss = 1.992099  (1.399664 s/it)
Iteration  1070: accuracy_at_1 = 50.00%; accuracy_at_5 = 76.56%; loss = 1.782927  (1.399912 s/it)
Iteration  1080: accuracy_at_1 = 48.44%; accuracy_at_5 = 85.94%; loss = 1.749243  (1.400240 s/it)
Iteration  1090: accuracy_at_1 = 57.81%; accuracy_at_5 = 82.81%; loss = 1.734322  (1.400437 s/it)
Iteration  1100: accuracy_at_1 = 54.69%; accuracy_at_5 = 84.38%; loss = 1.556167  (1.400938 s/it)
Iteration  1110: accuracy_at_1 = 60.94%; accuracy_at_5 = 82.81%; loss = 1.573925  (1.400097 s/it)
Iteration  1120: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.652182  (1.400166 s/it)
Iteration  1130: accuracy_at_1 = 40.62%; accuracy_at_5 = 79.69%; loss = 1.804731  (1.400363 s/it)
Iteration  1140: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.670281  (1.400151 s/it)
Iteration  1150: accuracy_at_1 = 64.06%; accuracy_at_5 = 85.94%; loss = 1.454553  (1.399228 s/it)
Iteration  1160: accuracy_at_1 = 46.88%; accuracy_at_5 = 73.44%; loss = 2.136948  (1.399845 s/it)
Iteration  1170: accuracy_at_1 = 45.31%; accuracy_at_5 = 82.81%; loss = 1.691446  (1.399775 s/it)
Iteration  1180: accuracy_at_1 = 50.00%; accuracy_at_5 = 73.44%; loss = 1.923068  (1.401959 s/it)
Iteration  1190: accuracy_at_1 = 45.31%; accuracy_at_5 = 84.38%; loss = 1.683743  (1.399982 s/it)
Iteration  1200: accuracy_at_1 = 45.31%; accuracy_at_5 = 82.81%; loss = 1.878036  (1.400095 s/it)
Iteration  1210: accuracy_at_1 = 56.25%; accuracy_at_5 = 78.12%; loss = 1.731525  (1.400314 s/it)
Iteration  1220: accuracy_at_1 = 42.19%; accuracy_at_5 = 84.38%; loss = 1.640736  (1.400565 s/it)
Iteration  1230: accuracy_at_1 = 59.38%; accuracy_at_5 = 82.81%; loss = 1.586532  (1.401702 s/it)
Iteration  1240: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.556512  (1.400430 s/it)
Iteration  1250: accuracy_at_1 = 40.62%; accuracy_at_5 = 78.12%; loss = 1.924839  (1.400133 s/it)
Iteration  1260: accuracy_at_1 = 45.31%; accuracy_at_5 = 68.75%; loss = 1.977056  (1.400404 s/it)
Iteration  1270: accuracy_at_1 = 40.62%; accuracy_at_5 = 73.44%; loss = 2.291174  (1.400332 s/it)
Iteration  1280: accuracy_at_1 = 48.44%; accuracy_at_5 = 89.06%; loss = 1.606555  (1.400033 s/it)
Iteration  1290: accuracy_at_1 = 59.38%; accuracy_at_5 = 84.38%; loss = 1.590312  (1.399328 s/it)
Iteration  1300: accuracy_at_1 = 46.88%; accuracy_at_5 = 76.56%; loss = 1.853804  (1.399914 s/it)
Iteration  1310: accuracy_at_1 = 59.38%; accuracy_at_5 = 87.50%; loss = 1.443429  (1.399554 s/it)
Iteration  1320: accuracy_at_1 = 48.44%; accuracy_at_5 = 76.56%; loss = 1.849882  (1.399969 s/it)
Iteration  1330: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 2.032894  (1.400745 s/it)
Iteration  1340: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.860166  (1.401860 s/it)
Iteration  1350: accuracy_at_1 = 56.25%; accuracy_at_5 = 82.81%; loss = 1.606846  (1.399895 s/it)
Iteration  1360: accuracy_at_1 = 45.31%; accuracy_at_5 = 70.31%; loss = 2.125988  (1.399435 s/it)
Iteration  1370: accuracy_at_1 = 57.81%; accuracy_at_5 = 82.81%; loss = 1.690406  (1.400822 s/it)
Iteration  1380: accuracy_at_1 = 39.06%; accuracy_at_5 = 75.00%; loss = 2.216348  (1.399872 s/it)
Iteration  1390: accuracy_at_1 = 42.19%; accuracy_at_5 = 73.44%; loss = 2.097770  (1.400268 s/it)
Iteration  1400: accuracy_at_1 = 51.56%; accuracy_at_5 = 78.12%; loss = 1.835171  (1.400461 s/it)
Iteration  1410: accuracy_at_1 = 50.00%; accuracy_at_5 = 73.44%; loss = 2.081685  (1.399961 s/it)
Iteration  1420: accuracy_at_1 = 50.00%; accuracy_at_5 = 75.00%; loss = 1.933803  (1.400515 s/it)
Iteration  1430: accuracy_at_1 = 60.94%; accuracy_at_5 = 89.06%; loss = 1.477447  (1.400561 s/it)
Iteration  1440: accuracy_at_1 = 56.25%; accuracy_at_5 = 84.38%; loss = 1.363909  (1.400825 s/it)
Iteration  1450: accuracy_at_1 = 48.44%; accuracy_at_5 = 89.06%; loss = 1.641138  (1.399357 s/it)
Iteration  1460: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.711040  (1.400174 s/it)
Iteration  1470: accuracy_at_1 = 57.81%; accuracy_at_5 = 76.56%; loss = 1.753315  (1.401181 s/it)
Iteration  1480: accuracy_at_1 = 54.69%; accuracy_at_5 = 76.56%; loss = 1.718326  (1.399653 s/it)
Iteration  1490: accuracy_at_1 = 40.62%; accuracy_at_5 = 82.81%; loss = 1.840307  (1.400183 s/it)
Iteration  1500: accuracy_at_1 = 51.56%; accuracy_at_5 = 73.44%; loss = 1.747168  (1.400646 s/it)
Iteration  1510: accuracy_at_1 = 67.19%; accuracy_at_5 = 90.62%; loss = 1.224048  (1.400904 s/it)
Iteration  1520: accuracy_at_1 = 40.62%; accuracy_at_5 = 75.00%; loss = 2.027890  (1.400120 s/it)
Iteration  1530: accuracy_at_1 = 50.00%; accuracy_at_5 = 85.94%; loss = 1.574202  (1.399973 s/it)
Iteration  1540: accuracy_at_1 = 43.75%; accuracy_at_5 = 71.88%; loss = 1.959308  (1.400083 s/it)
Iteration  1550: accuracy_at_1 = 51.56%; accuracy_at_5 = 78.12%; loss = 1.974373  (1.399992 s/it)
Iteration  1560: accuracy_at_1 = 46.88%; accuracy_at_5 = 78.12%; loss = 1.823614  (1.401071 s/it)
Iteration  1570: accuracy_at_1 = 50.00%; accuracy_at_5 = 78.12%; loss = 1.965024  (1.401064 s/it)
Iteration  1580: accuracy_at_1 = 48.44%; accuracy_at_5 = 81.25%; loss = 1.745457  (1.401369 s/it)
Iteration  1590: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.950094  (1.400328 s/it)
Iteration  1600: accuracy_at_1 = 59.38%; accuracy_at_5 = 95.31%; loss = 1.294728  (1.399751 s/it)
Iteration  1610: accuracy_at_1 = 56.25%; accuracy_at_5 = 85.94%; loss = 1.700276  (1.400179 s/it)
Iteration  1620: accuracy_at_1 = 34.38%; accuracy_at_5 = 79.69%; loss = 1.979896  (1.400755 s/it)
Iteration  1630: accuracy_at_1 = 42.19%; accuracy_at_5 = 68.75%; loss = 2.299133  (1.400813 s/it)
Iteration  1640: accuracy_at_1 = 54.69%; accuracy_at_5 = 78.12%; loss = 1.785441  (1.400362 s/it)
Iteration  1650: accuracy_at_1 = 50.00%; accuracy_at_5 = 79.69%; loss = 1.931958  (1.400497 s/it)
Iteration  1660: accuracy_at_1 = 56.25%; accuracy_at_5 = 84.38%; loss = 1.589179  (1.401590 s/it)
Iteration  1670: accuracy_at_1 = 56.25%; accuracy_at_5 = 82.81%; loss = 1.417037  (1.399736 s/it)
Iteration  1680: accuracy_at_1 = 56.25%; accuracy_at_5 = 81.25%; loss = 1.548810  (1.400252 s/it)
Iteration  1690: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.967188  (1.401519 s/it)
Iteration  1700: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.733117  (1.401552 s/it)
Iteration  1710: accuracy_at_1 = 65.62%; accuracy_at_5 = 82.81%; loss = 1.436644  (1.400799 s/it)
Iteration  1720: accuracy_at_1 = 57.81%; accuracy_at_5 = 89.06%; loss = 1.509601  (1.400303 s/it)
Iteration  1730: accuracy_at_1 = 40.62%; accuracy_at_5 = 79.69%; loss = 1.877146  (1.400681 s/it)
Iteration  1740: accuracy_at_1 = 37.50%; accuracy_at_5 = 78.12%; loss = 2.061297  (1.400240 s/it)
Iteration  1750: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.649426  (1.401256 s/it)
Iteration  1760: accuracy_at_1 = 48.44%; accuracy_at_5 = 75.00%; loss = 2.151919  (1.400639 s/it)
Iteration  1770: accuracy_at_1 = 43.75%; accuracy_at_5 = 82.81%; loss = 1.691610  (1.399905 s/it)
Iteration  1780: accuracy_at_1 = 54.69%; accuracy_at_5 = 73.44%; loss = 1.812552  (1.400089 s/it)
Iteration  1790: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.690031  (1.400246 s/it)
Iteration  1800: accuracy_at_1 = 46.88%; accuracy_at_5 = 85.94%; loss = 1.849698  (1.400237 s/it)
Iteration  1810: accuracy_at_1 = 51.56%; accuracy_at_5 = 79.69%; loss = 1.777966  (1.399884 s/it)
Iteration  1820: accuracy_at_1 = 48.44%; accuracy_at_5 = 76.56%; loss = 1.897870  (1.401012 s/it)
Iteration  1830: accuracy_at_1 = 46.88%; accuracy_at_5 = 76.56%; loss = 1.793593  (1.401495 s/it)
Iteration  1840: accuracy_at_1 = 53.12%; accuracy_at_5 = 71.88%; loss = 1.862245  (1.400238 s/it)
Iteration  1850: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.793001  (1.400638 s/it)
Iteration  1860: accuracy_at_1 = 48.44%; accuracy_at_5 = 78.12%; loss = 1.838704  (1.400455 s/it)
Iteration  1870: accuracy_at_1 = 42.19%; accuracy_at_5 = 76.56%; loss = 2.112015  (1.400338 s/it)
Iteration  1880: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.865229  (1.401133 s/it)
Iteration  1890: accuracy_at_1 = 50.00%; accuracy_at_5 = 82.81%; loss = 1.844851  (1.400726 s/it)
Iteration  1900: accuracy_at_1 = 46.88%; accuracy_at_5 = 79.69%; loss = 1.796458  (1.400651 s/it)
Iteration  1910: accuracy_at_1 = 42.19%; accuracy_at_5 = 78.12%; loss = 1.948589  (1.400071 s/it)
Iteration  1920: accuracy_at_1 = 54.69%; accuracy_at_5 = 92.19%; loss = 1.462242  (1.399786 s/it)
Iteration  1930: accuracy_at_1 = 65.62%; accuracy_at_5 = 84.38%; loss = 1.529121  (1.400103 s/it)
Iteration  1940: accuracy_at_1 = 60.94%; accuracy_at_5 = 81.25%; loss = 1.595409  (1.400654 s/it)
Iteration  1950: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.540071  (1.400766 s/it)
Iteration  1960: accuracy_at_1 = 57.81%; accuracy_at_5 = 82.81%; loss = 1.536843  (1.400880 s/it)
Iteration  1970: accuracy_at_1 = 53.12%; accuracy_at_5 = 73.44%; loss = 1.816076  (1.399839 s/it)
Iteration  1980: accuracy_at_1 = 43.75%; accuracy_at_5 = 68.75%; loss = 2.053221  (1.400544 s/it)
Iteration  1990: accuracy_at_1 = 43.75%; accuracy_at_5 = 76.56%; loss = 1.899092  (1.400116 s/it)
Iteration  2000: accuracy_at_1 = 60.94%; accuracy_at_5 = 81.25%; loss = 1.521403  (1.400029 s/it)
Iteration  2010: accuracy_at_1 = 56.25%; accuracy_at_5 = 85.94%; loss = 1.387781  (1.400843 s/it)
Iteration  2020: accuracy_at_1 = 67.19%; accuracy_at_5 = 81.25%; loss = 1.588787  (1.400169 s/it)
Iteration  2030: accuracy_at_1 = 50.00%; accuracy_at_5 = 76.56%; loss = 1.912410  (1.400141 s/it)
Iteration  2040: accuracy_at_1 = 54.69%; accuracy_at_5 = 73.44%; loss = 1.943708  (1.400070 s/it)
Iteration  2050: accuracy_at_1 = 43.75%; accuracy_at_5 = 81.25%; loss = 2.042029  (1.400793 s/it)
Iteration  2060: accuracy_at_1 = 40.62%; accuracy_at_5 = 75.00%; loss = 2.219157  (1.401045 s/it)
Iteration  2070: accuracy_at_1 = 50.00%; accuracy_at_5 = 79.69%; loss = 1.870787  (1.400421 s/it)
Iteration  2080: accuracy_at_1 = 59.38%; accuracy_at_5 = 87.50%; loss = 1.622573  (1.400906 s/it)
Iteration  2090: accuracy_at_1 = 46.88%; accuracy_at_5 = 75.00%; loss = 1.912386  (1.399562 s/it)
Iteration  2100: accuracy_at_1 = 46.88%; accuracy_at_5 = 79.69%; loss = 1.921252  (1.400498 s/it)
Iteration  2110: accuracy_at_1 = 50.00%; accuracy_at_5 = 76.56%; loss = 1.946390  (1.400498 s/it)
Iteration  2120: accuracy_at_1 = 42.19%; accuracy_at_5 = 76.56%; loss = 2.159145  (1.401001 s/it)
Iteration  2130: accuracy_at_1 = 64.06%; accuracy_at_5 = 90.62%; loss = 1.285424  (1.400199 s/it)
Iteration  2140: accuracy_at_1 = 54.69%; accuracy_at_5 = 84.38%; loss = 1.712067  (1.399842 s/it)
Iteration  2150: accuracy_at_1 = 48.44%; accuracy_at_5 = 78.12%; loss = 1.985309  (1.399500 s/it)
Iteration  2160: accuracy_at_1 = 53.12%; accuracy_at_5 = 79.69%; loss = 1.771309  (1.399583 s/it)
Iteration  2170: accuracy_at_1 = 59.38%; accuracy_at_5 = 82.81%; loss = 1.567570  (1.400089 s/it)
Iteration  2180: accuracy_at_1 = 50.00%; accuracy_at_5 = 82.81%; loss = 1.749079  (1.400592 s/it)
Iteration  2190: accuracy_at_1 = 42.19%; accuracy_at_5 = 73.44%; loss = 1.935713  (1.399949 s/it)
Iteration  2200: accuracy_at_1 = 56.25%; accuracy_at_5 = 81.25%; loss = 1.752748  (1.400388 s/it)
Iteration  2210: accuracy_at_1 = 54.69%; accuracy_at_5 = 87.50%; loss = 1.527798  (1.400225 s/it)
Iteration  2220: accuracy_at_1 = 53.12%; accuracy_at_5 = 73.44%; loss = 1.783119  (1.399911 s/it)
Iteration  2230: accuracy_at_1 = 43.75%; accuracy_at_5 = 82.81%; loss = 2.000994  (1.400390 s/it)
Iteration  2240: accuracy_at_1 = 53.12%; accuracy_at_5 = 85.94%; loss = 1.648281  (1.400452 s/it)
Iteration  2250: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.634073  (1.399683 s/it)
Iteration  2260: accuracy_at_1 = 57.81%; accuracy_at_5 = 79.69%; loss = 1.790970  (1.400049 s/it)
Iteration  2270: accuracy_at_1 = 37.50%; accuracy_at_5 = 70.31%; loss = 2.180281  (1.400643 s/it)
Iteration  2280: accuracy_at_1 = 62.50%; accuracy_at_5 = 82.81%; loss = 1.438194  (1.400061 s/it)
Iteration  2290: accuracy_at_1 = 48.44%; accuracy_at_5 = 82.81%; loss = 1.874254  (1.400450 s/it)
Iteration  2300: accuracy_at_1 = 46.88%; accuracy_at_5 = 76.56%; loss = 1.860089  (1.400429 s/it)
Iteration  2310: accuracy_at_1 = 64.06%; accuracy_at_5 = 84.38%; loss = 1.455648  (1.399598 s/it)
Iteration  2320: accuracy_at_1 = 62.50%; accuracy_at_5 = 82.81%; loss = 1.537561  (1.399317 s/it)
