libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration      0: accuracy_at_1 = 39.06%; accuracy_at_5 = 71.88%; loss = 2.229614 
Iteration    550: accuracy_at_1 = 38.28%; accuracy_at_5 = 63.67%; loss = 2.415156  (0.474473 s/it)
Iteration    560: accuracy_at_1 = 41.80%; accuracy_at_5 = 70.31%; loss = 2.401005  (0.474373 s/it)
Iteration    570: accuracy_at_1 = 37.11%; accuracy_at_5 = 64.84%; loss = 2.533251  (0.474455 s/it)
Iteration    580: accuracy_at_1 = 37.50%; accuracy_at_5 = 66.02%; loss = 2.448662  (0.473772 s/it)
Iteration    590: accuracy_at_1 = 34.38%; accuracy_at_5 = 60.94%; loss = 2.700663  (0.473239 s/it)
Iteration    600: accuracy_at_1 = 37.11%; accuracy_at_5 = 67.58%; loss = 2.441271  (0.472857 s/it)
Iteration    610: accuracy_at_1 = 26.95%; accuracy_at_5 = 55.47%; loss = 2.854590  (0.473143 s/it)
Iteration    620: accuracy_at_1 = 38.28%; accuracy_at_5 = 69.14%; loss = 2.401312  (0.473449 s/it)
Iteration    630: accuracy_at_1 = 32.03%; accuracy_at_5 = 63.28%; loss = 2.674030  (0.473312 s/it)
Iteration    640: accuracy_at_1 = 41.80%; accuracy_at_5 = 70.31%; loss = 2.304983  (0.473544 s/it)
Iteration    650: accuracy_at_1 = 36.33%; accuracy_at_5 = 67.19%; loss = 2.488312  (0.474807 s/it)
Iteration    660: accuracy_at_1 = 39.45%; accuracy_at_5 = 68.36%; loss = 2.431779  (0.474553 s/it)
Iteration    670: accuracy_at_1 = 30.47%; accuracy_at_5 = 62.89%; loss = 2.529746  (0.474306 s/it)
Iteration    680: accuracy_at_1 = 34.38%; accuracy_at_5 = 66.41%; loss = 2.535283  (0.474503 s/it)
Iteration    690: accuracy_at_1 = 34.77%; accuracy_at_5 = 63.67%; loss = 2.527233  (0.474823 s/it)
Iteration    700: accuracy_at_1 = 36.33%; accuracy_at_5 = 64.45%; loss = 2.628699  (0.474677 s/it)
Iteration    710: accuracy_at_1 = 38.28%; accuracy_at_5 = 66.80%; loss = 2.456793  (0.473807 s/it)
Iteration    720: accuracy_at_1 = 33.20%; accuracy_at_5 = 64.45%; loss = 2.545920  (0.473480 s/it)
Iteration    730: accuracy_at_1 = 36.33%; accuracy_at_5 = 62.89%; loss = 2.577592  (0.472999 s/it)
Iteration    740: accuracy_at_1 = 32.81%; accuracy_at_5 = 66.80%; loss = 2.607748  (0.472994 s/it)
Iteration    750: accuracy_at_1 = 39.06%; accuracy_at_5 = 67.58%; loss = 2.429951  (0.473339 s/it)
Iteration    760: accuracy_at_1 = 37.11%; accuracy_at_5 = 66.80%; loss = 2.331407  (0.473475 s/it)
Iteration    770: accuracy_at_1 = 35.94%; accuracy_at_5 = 63.28%; loss = 2.493876  (0.474206 s/it)
Iteration    780: accuracy_at_1 = 37.89%; accuracy_at_5 = 66.02%; loss = 2.461238  (0.476814 s/it)
Iteration    790: accuracy_at_1 = 39.06%; accuracy_at_5 = 62.89%; loss = 2.511707  (0.474317 s/it)
Iteration    800: accuracy_at_1 = 31.64%; accuracy_at_5 = 64.45%; loss = 2.587474  (0.474473 s/it)
Iteration    810: accuracy_at_1 = 36.72%; accuracy_at_5 = 68.36%; loss = 2.446469  (0.474066 s/it)
Iteration    820: accuracy_at_1 = 32.42%; accuracy_at_5 = 64.84%; loss = 2.550056  (0.474376 s/it)
Iteration    830: accuracy_at_1 = 36.72%; accuracy_at_5 = 64.84%; loss = 2.493711  (0.474827 s/it)
Iteration    840: accuracy_at_1 = 41.02%; accuracy_at_5 = 65.62%; loss = 2.382818  (0.473612 s/it)
Iteration    850: accuracy_at_1 = 40.23%; accuracy_at_5 = 64.06%; loss = 2.463328  (0.473055 s/it)
Iteration    860: accuracy_at_1 = 34.38%; accuracy_at_5 = 67.97%; loss = 2.401157  (0.473506 s/it)
Iteration    870: accuracy_at_1 = 37.89%; accuracy_at_5 = 67.97%; loss = 2.321516  (0.473503 s/it)
Iteration    880: accuracy_at_1 = 35.55%; accuracy_at_5 = 64.84%; loss = 2.488518  (0.473325 s/it)
Iteration    890: accuracy_at_1 = 39.45%; accuracy_at_5 = 67.97%; loss = 2.395355  (0.473629 s/it)
Iteration    900: accuracy_at_1 = 32.42%; accuracy_at_5 = 67.19%; loss = 2.446900  (0.474189 s/it)
Iteration    910: accuracy_at_1 = 33.20%; accuracy_at_5 = 65.62%; loss = 2.409071  (0.474609 s/it)
Iteration    920: accuracy_at_1 = 29.69%; accuracy_at_5 = 64.06%; loss = 2.569664  (0.474582 s/it)
Iteration    930: accuracy_at_1 = 32.03%; accuracy_at_5 = 67.58%; loss = 2.492298  (0.474605 s/it)
Iteration    940: accuracy_at_1 = 35.55%; accuracy_at_5 = 65.23%; loss = 2.468172  (0.474739 s/it)
Iteration    950: accuracy_at_1 = 35.16%; accuracy_at_5 = 67.19%; loss = 2.424834  (0.474721 s/it)
Iteration    960: accuracy_at_1 = 38.28%; accuracy_at_5 = 65.23%; loss = 2.448966  (0.474407 s/it)
Iteration    970: accuracy_at_1 = 35.55%; accuracy_at_5 = 63.28%; loss = 2.529081  (0.473520 s/it)
Iteration    980: accuracy_at_1 = 35.55%; accuracy_at_5 = 72.27%; loss = 2.333249  (0.473541 s/it)
Iteration    990: accuracy_at_1 = 33.98%; accuracy_at_5 = 63.28%; loss = 2.554740  (0.473427 s/it)
Iteration   1000: accuracy_at_1 = 31.25%; accuracy_at_5 = 66.02%; loss = 2.497992  (0.473446 s/it)
Iteration   1010: accuracy_at_1 = 42.97%; accuracy_at_5 = 73.83%; loss = 2.166769  (0.473371 s/it)
Iteration   1020: accuracy_at_1 = 33.98%; accuracy_at_5 = 66.41%; loss = 2.521863  (0.473209 s/it)
Iteration   1030: accuracy_at_1 = 40.23%; accuracy_at_5 = 62.11%; loss = 2.507477  (0.474352 s/it)
Iteration   1040: accuracy_at_1 = 35.16%; accuracy_at_5 = 64.06%; loss = 2.523314  (0.474786 s/it)
Iteration   1050: accuracy_at_1 = 37.50%; accuracy_at_5 = 67.97%; loss = 2.448324  (0.474741 s/it)
Iteration   1060: accuracy_at_1 = 34.77%; accuracy_at_5 = 69.14%; loss = 2.458201  (0.475000 s/it)
Iteration   1070: accuracy_at_1 = 33.20%; accuracy_at_5 = 66.41%; loss = 2.590022  (0.474743 s/it)
Iteration   1080: accuracy_at_1 = 32.03%; accuracy_at_5 = 64.84%; loss = 2.617523  (0.474519 s/it)
Iteration   1090: accuracy_at_1 = 37.50%; accuracy_at_5 = 65.62%; loss = 2.460307  (0.474440 s/it)
Iteration   1100: accuracy_at_1 = 39.06%; accuracy_at_5 = 64.84%; loss = 2.531686  (0.473197 s/it)
Iteration   1110: accuracy_at_1 = 39.84%; accuracy_at_5 = 66.02%; loss = 2.471096  (0.473410 s/it)
Iteration   1120: accuracy_at_1 = 37.11%; accuracy_at_5 = 66.80%; loss = 2.563088  (0.473485 s/it)
Iteration   1130: accuracy_at_1 = 36.33%; accuracy_at_5 = 67.19%; loss = 2.467910  (0.473430 s/it)
Iteration   1140: accuracy_at_1 = 32.03%; accuracy_at_5 = 65.23%; loss = 2.658764  (0.473217 s/it)
Iteration   1150: accuracy_at_1 = 32.03%; accuracy_at_5 = 69.14%; loss = 2.517699  (0.473621 s/it)
Iteration   1160: accuracy_at_1 = 29.30%; accuracy_at_5 = 60.16%; loss = 2.844243  (0.474440 s/it)
Iteration   1170: accuracy_at_1 = 35.55%; accuracy_at_5 = 66.80%; loss = 2.420301  (0.475805 s/it)
Iteration   1180: accuracy_at_1 = 39.84%; accuracy_at_5 = 67.19%; loss = 2.425420  (0.474578 s/it)
Iteration   1190: accuracy_at_1 = 38.28%; accuracy_at_5 = 67.19%; loss = 2.448791  (0.474907 s/it)
Iteration   1200: accuracy_at_1 = 33.59%; accuracy_at_5 = 65.62%; loss = 2.586362  (0.474376 s/it)
Iteration   1210: accuracy_at_1 = 31.64%; accuracy_at_5 = 62.50%; loss = 2.679485  (0.474949 s/it)
Iteration   1220: accuracy_at_1 = 37.11%; accuracy_at_5 = 67.97%; loss = 2.489316  (0.474858 s/it)
Iteration   1230: accuracy_at_1 = 42.19%; accuracy_at_5 = 70.31%; loss = 2.357946  (0.473957 s/it)
Iteration   1240: accuracy_at_1 = 37.50%; accuracy_at_5 = 69.53%; loss = 2.366477  (0.473174 s/it)
Iteration   1250: accuracy_at_1 = 35.55%; accuracy_at_5 = 66.41%; loss = 2.519623  (0.473521 s/it)
Iteration   1260: accuracy_at_1 = 35.94%; accuracy_at_5 = 68.36%; loss = 2.454677  (0.474111 s/it)
Iteration   1270: accuracy_at_1 = 30.47%; accuracy_at_5 = 60.16%; loss = 2.710586  (0.473685 s/it)
Iteration   1280: accuracy_at_1 = 39.84%; accuracy_at_5 = 70.70%; loss = 2.365715  (0.474001 s/it)
Iteration   1290: accuracy_at_1 = 34.77%; accuracy_at_5 = 68.36%; loss = 2.433576  (0.475226 s/it)
Iteration   1300: accuracy_at_1 = 36.72%; accuracy_at_5 = 67.97%; loss = 2.421821  (0.474834 s/it)
Iteration   1310: accuracy_at_1 = 37.89%; accuracy_at_5 = 66.80%; loss = 2.396291  (0.474609 s/it)
Iteration   1320: accuracy_at_1 = 37.11%; accuracy_at_5 = 64.06%; loss = 2.467698  (0.475340 s/it)
Iteration   1330: accuracy_at_1 = 39.06%; accuracy_at_5 = 68.75%; loss = 2.441983  (0.475226 s/it)
Iteration   1340: accuracy_at_1 = 36.72%; accuracy_at_5 = 65.23%; loss = 2.503588  (0.475217 s/it)
Iteration   1350: accuracy_at_1 = 35.16%; accuracy_at_5 = 64.06%; loss = 2.473773  (0.474111 s/it)
Iteration   1360: accuracy_at_1 = 30.86%; accuracy_at_5 = 62.50%; loss = 2.736731  (0.473685 s/it)
Iteration   1370: accuracy_at_1 = 40.23%; accuracy_at_5 = 68.75%; loss = 2.335802  (0.474041 s/it)
Iteration   1380: accuracy_at_1 = 36.33%; accuracy_at_5 = 67.19%; loss = 2.462565  (0.474120 s/it)
Iteration   1390: accuracy_at_1 = 33.98%; accuracy_at_5 = 59.77%; loss = 2.705961  (0.474450 s/it)
Iteration   1400: accuracy_at_1 = 36.33%; accuracy_at_5 = 68.36%; loss = 2.501253  (0.473606 s/it)
Iteration   1410: accuracy_at_1 = 35.94%; accuracy_at_5 = 65.62%; loss = 2.517256  (0.474212 s/it)
Iteration   1420: accuracy_at_1 = 38.67%; accuracy_at_5 = 67.97%; loss = 2.407763  (0.474526 s/it)
Iteration   1430: accuracy_at_1 = 41.80%; accuracy_at_5 = 68.75%; loss = 2.328858  (0.474346 s/it)
Iteration   1440: accuracy_at_1 = 32.03%; accuracy_at_5 = 64.45%; loss = 2.501600  (0.474430 s/it)
Iteration   1450: accuracy_at_1 = 39.06%; accuracy_at_5 = 67.58%; loss = 2.429567  (0.474616 s/it)
Iteration   1460: accuracy_at_1 = 38.28%; accuracy_at_5 = 68.36%; loss = 2.388495  (0.474837 s/it)
Iteration   1470: accuracy_at_1 = 35.94%; accuracy_at_5 = 66.41%; loss = 2.457350  (0.474658 s/it)
Iteration   1480: accuracy_at_1 = 37.89%; accuracy_at_5 = 69.14%; loss = 2.384374  (0.473760 s/it)
Iteration   1490: accuracy_at_1 = 33.59%; accuracy_at_5 = 70.70%; loss = 2.390666  (0.473540 s/it)
Iteration   1500: accuracy_at_1 = 33.20%; accuracy_at_5 = 64.06%; loss = 2.446223  (0.473812 s/it)
Iteration   1510: accuracy_at_1 = 36.72%; accuracy_at_5 = 66.80%; loss = 2.551744  (0.473747 s/it)
Iteration   1520: accuracy_at_1 = 30.08%; accuracy_at_5 = 64.45%; loss = 2.604563  (0.473763 s/it)
Iteration   1530: accuracy_at_1 = 41.41%; accuracy_at_5 = 67.97%; loss = 2.313453  (0.473701 s/it)
Iteration   1540: accuracy_at_1 = 40.23%; accuracy_at_5 = 69.92%; loss = 2.378617  (0.474549 s/it)
Iteration   1550: accuracy_at_1 = 35.16%; accuracy_at_5 = 64.84%; loss = 2.537861  (0.475262 s/it)
Iteration   1560: accuracy_at_1 = 38.28%; accuracy_at_5 = 66.02%; loss = 2.523418  (0.478301 s/it)
Iteration   1570: accuracy_at_1 = 35.55%; accuracy_at_5 = 67.58%; loss = 2.469120  (0.475091 s/it)
Iteration   1580: accuracy_at_1 = 33.59%; accuracy_at_5 = 63.28%; loss = 2.544225  (0.474523 s/it)
Iteration   1590: accuracy_at_1 = 30.86%; accuracy_at_5 = 62.89%; loss = 2.577751  (0.475199 s/it)
Iteration   1600: accuracy_at_1 = 33.98%; accuracy_at_5 = 68.36%; loss = 2.360938  (0.474698 s/it)
Iteration   1610: accuracy_at_1 = 35.16%; accuracy_at_5 = 67.19%; loss = 2.454422  (0.474190 s/it)
Iteration   1620: accuracy_at_1 = 39.84%; accuracy_at_5 = 67.58%; loss = 2.454215  (0.473601 s/it)
Iteration   1630: accuracy_at_1 = 39.06%; accuracy_at_5 = 65.23%; loss = 2.445396  (0.474100 s/it)
Iteration   1640: accuracy_at_1 = 35.55%; accuracy_at_5 = 67.19%; loss = 2.525539  (0.473621 s/it)
Iteration   1650: accuracy_at_1 = 36.33%; accuracy_at_5 = 64.84%; loss = 2.488427  (0.473534 s/it)
Iteration   1660: accuracy_at_1 = 36.72%; accuracy_at_5 = 66.02%; loss = 2.445035  (0.475809 s/it)
Iteration   1670: accuracy_at_1 = 36.33%; accuracy_at_5 = 65.23%; loss = 2.465756  (0.476113 s/it)
Iteration   1680: accuracy_at_1 = 36.33%; accuracy_at_5 = 62.89%; loss = 2.460296  (0.476346 s/it)
Iteration   1690: accuracy_at_1 = 33.98%; accuracy_at_5 = 66.41%; loss = 2.515758  (0.474626 s/it)
Iteration   1700: accuracy_at_1 = 33.98%; accuracy_at_5 = 63.67%; loss = 2.640397  (0.475083 s/it)
Iteration   1710: accuracy_at_1 = 35.16%; accuracy_at_5 = 64.06%; loss = 2.471607  (0.474570 s/it)
Iteration   1720: accuracy_at_1 = 35.94%; accuracy_at_5 = 67.58%; loss = 2.604278  (0.474833 s/it)
Iteration   1730: accuracy_at_1 = 34.77%; accuracy_at_5 = 65.62%; loss = 2.551781  (0.474344 s/it)
Iteration   1740: accuracy_at_1 = 37.11%; accuracy_at_5 = 67.97%; loss = 2.456484  (0.473511 s/it)
Iteration   1750: accuracy_at_1 = 35.94%; accuracy_at_5 = 62.89%; loss = 2.489419  (0.473458 s/it)
Iteration   1760: accuracy_at_1 = 37.50%; accuracy_at_5 = 69.14%; loss = 2.473003  (0.474227 s/it)
Iteration   1770: accuracy_at_1 = 38.28%; accuracy_at_5 = 65.62%; loss = 2.409234  (0.474075 s/it)
Iteration   1780: accuracy_at_1 = 39.06%; accuracy_at_5 = 67.97%; loss = 2.355812  (0.473121 s/it)
Iteration   1790: accuracy_at_1 = 35.94%; accuracy_at_5 = 68.75%; loss = 2.464346  (0.473482 s/it)
Iteration   1800: accuracy_at_1 = 32.03%; accuracy_at_5 = 68.36%; loss = 2.458168  (0.474930 s/it)
Iteration   1810: accuracy_at_1 = 36.72%; accuracy_at_5 = 70.31%; loss = 2.323114  (0.474947 s/it)
Iteration   1820: accuracy_at_1 = 32.81%; accuracy_at_5 = 67.19%; loss = 2.488322  (0.475201 s/it)
Iteration   1830: accuracy_at_1 = 35.16%; accuracy_at_5 = 66.02%; loss = 2.509652  (0.474727 s/it)
Iteration   1840: accuracy_at_1 = 33.59%; accuracy_at_5 = 64.84%; loss = 2.557513  (0.474920 s/it)
Iteration   1850: accuracy_at_1 = 32.42%; accuracy_at_5 = 63.67%; loss = 2.566747  (0.475033 s/it)
Iteration   1860: accuracy_at_1 = 35.16%; accuracy_at_5 = 69.53%; loss = 2.514125  (0.474368 s/it)
Iteration   1870: accuracy_at_1 = 39.45%; accuracy_at_5 = 67.19%; loss = 2.446276  (0.473950 s/it)
Iteration   1880: accuracy_at_1 = 42.58%; accuracy_at_5 = 72.27%; loss = 2.346167  (0.473535 s/it)
Iteration   1890: accuracy_at_1 = 35.16%; accuracy_at_5 = 64.84%; loss = 2.519446  (0.473885 s/it)
Iteration   1900: accuracy_at_1 = 35.55%; accuracy_at_5 = 63.67%; loss = 2.452886  (0.473807 s/it)
Iteration   1910: accuracy_at_1 = 35.94%; accuracy_at_5 = 64.45%; loss = 2.574319  (0.474054 s/it)
Iteration   1920: accuracy_at_1 = 33.20%; accuracy_at_5 = 66.80%; loss = 2.508549  (0.473665 s/it)
Iteration   1930: accuracy_at_1 = 38.67%; accuracy_at_5 = 69.14%; loss = 2.404434  (0.474491 s/it)
Iteration   1940: accuracy_at_1 = 32.81%; accuracy_at_5 = 64.45%; loss = 2.580540  (0.474704 s/it)
Iteration   1950: accuracy_at_1 = 37.50%; accuracy_at_5 = 71.09%; loss = 2.437854  (0.475173 s/it)
Iteration   1960: accuracy_at_1 = 36.33%; accuracy_at_5 = 65.23%; loss = 2.507114  (0.476057 s/it)
Iteration   1970: accuracy_at_1 = 40.62%; accuracy_at_5 = 69.53%; loss = 2.397163  (0.475078 s/it)
Iteration   1980: accuracy_at_1 = 32.42%; accuracy_at_5 = 63.67%; loss = 2.519094  (0.474559 s/it)
Iteration   1990: accuracy_at_1 = 32.81%; accuracy_at_5 = 67.58%; loss = 2.502999  (0.474290 s/it)
Iteration   2000: accuracy_at_1 = 39.84%; accuracy_at_5 = 67.58%; loss = 2.389200  (0.473191 s/it)
Iteration   2010: accuracy_at_1 = 37.50%; accuracy_at_5 = 71.09%; loss = 2.369595  (0.473680 s/it)
Iteration   2020: accuracy_at_1 = 37.11%; accuracy_at_5 = 66.80%; loss = 2.501597  (0.473708 s/it)
Iteration   2030: accuracy_at_1 = 35.94%; accuracy_at_5 = 70.31%; loss = 2.377166  (0.473289 s/it)
Iteration   2040: accuracy_at_1 = 36.72%; accuracy_at_5 = 64.06%; loss = 2.438563  (0.473693 s/it)
Iteration   2050: accuracy_at_1 = 36.33%; accuracy_at_5 = 65.62%; loss = 2.516834  (0.474272 s/it)
Iteration   2060: accuracy_at_1 = 33.98%; accuracy_at_5 = 64.06%; loss = 2.533025  (0.475156 s/it)
Iteration   2070: accuracy_at_1 = 39.06%; accuracy_at_5 = 68.75%; loss = 2.520678  (0.475114 s/it)
Iteration   2080: accuracy_at_1 = 36.72%; accuracy_at_5 = 64.45%; loss = 2.502309  (0.475824 s/it)
Iteration   2090: accuracy_at_1 = 36.33%; accuracy_at_5 = 62.89%; loss = 2.493486  (0.475448 s/it)
Iteration   2100: accuracy_at_1 = 34.38%; accuracy_at_5 = 69.14%; loss = 2.464063  (0.474822 s/it)
Iteration   2110: accuracy_at_1 = 39.45%; accuracy_at_5 = 67.97%; loss = 2.307926  (0.475061 s/it)
Iteration   2120: accuracy_at_1 = 28.52%; accuracy_at_5 = 61.72%; loss = 2.703294  (0.473948 s/it)
Iteration   2130: accuracy_at_1 = 37.11%; accuracy_at_5 = 73.83%; loss = 2.354833  (0.473597 s/it)
Iteration   2140: accuracy_at_1 = 35.55%; accuracy_at_5 = 69.14%; loss = 2.373990  (0.473824 s/it)
Iteration   2150: accuracy_at_1 = 35.16%; accuracy_at_5 = 58.59%; loss = 2.665237  (0.473483 s/it)
Iteration   2160: accuracy_at_1 = 37.50%; accuracy_at_5 = 67.97%; loss = 2.548936  (0.473492 s/it)
Iteration   2170: accuracy_at_1 = 36.72%; accuracy_at_5 = 70.31%; loss = 2.402085  (0.473352 s/it)
Iteration   2180: accuracy_at_1 = 33.59%; accuracy_at_5 = 69.14%; loss = 2.395678  (0.475376 s/it)
Iteration   2190: accuracy_at_1 = 33.98%; accuracy_at_5 = 64.45%; loss = 2.554172  (0.474690 s/it)
Iteration   2200: accuracy_at_1 = 35.16%; accuracy_at_5 = 66.80%; loss = 2.483191  (0.474605 s/it)
Iteration   2210: accuracy_at_1 = 39.06%; accuracy_at_5 = 66.80%; loss = 2.527628  (0.474607 s/it)
Iteration   2220: accuracy_at_1 = 37.50%; accuracy_at_5 = 64.06%; loss = 2.541110  (0.475195 s/it)
Iteration   2230: accuracy_at_1 = 39.06%; accuracy_at_5 = 67.19%; loss = 2.426226  (0.474984 s/it)
Iteration   2240: accuracy_at_1 = 31.64%; accuracy_at_5 = 63.28%; loss = 2.634659  (0.474525 s/it)
Iteration   2250: accuracy_at_1 = 43.36%; accuracy_at_5 = 72.66%; loss = 2.166624  (0.473434 s/it)
Iteration   2260: accuracy_at_1 = 38.28%; accuracy_at_5 = 62.89%; loss = 2.460746  (0.473557 s/it)
Iteration   2270: accuracy_at_1 = 36.72%; accuracy_at_5 = 67.97%; loss = 2.437115  (0.473495 s/it)
Iteration   2280: accuracy_at_1 = 37.50%; accuracy_at_5 = 67.97%; loss = 2.487392  (0.473649 s/it)
Iteration   2290: accuracy_at_1 = 36.72%; accuracy_at_5 = 68.75%; loss = 2.409487  (0.473621 s/it)
Iteration   2300: accuracy_at_1 = 36.33%; accuracy_at_5 = 64.06%; loss = 2.545352  (0.473616 s/it)
Iteration   2310: accuracy_at_1 = 37.50%; accuracy_at_5 = 66.41%; loss = 2.405592  (0.473924 s/it)
Iteration   2320: accuracy_at_1 = 37.50%; accuracy_at_5 = 64.06%; loss = 2.449859  (0.474790 s/it)
