libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 =  0.78%; accuracy_at_5 =  5.86%; loss = 4.605170 
Iteration   230: accuracy_at_1 =  2.73%; accuracy_at_5 =  8.59%; loss = 4.499427  (0.477257 s/it)
Iteration   240: accuracy_at_1 =  1.17%; accuracy_at_5 =  7.81%; loss = 4.507007  (0.476835 s/it)
Iteration   250: accuracy_at_1 =  2.34%; accuracy_at_5 =  7.03%; loss = 4.559639  (0.476917 s/it)
Iteration   260: accuracy_at_1 =  2.34%; accuracy_at_5 =  7.42%; loss = 4.476894  (0.477203 s/it)
Iteration   270: accuracy_at_1 =  1.56%; accuracy_at_5 =  7.42%; loss = 4.505754  (0.477904 s/it)
Iteration   280: accuracy_at_1 =  0.39%; accuracy_at_5 =  8.98%; loss = 4.440248  (0.477974 s/it)
Iteration   290: accuracy_at_1 =  1.95%; accuracy_at_5 =  8.59%; loss = 4.484283  (0.477902 s/it)
Iteration   300: accuracy_at_1 =  3.12%; accuracy_at_5 =  7.42%; loss = 4.457298  (0.477772 s/it)
Iteration   310: accuracy_at_1 =  2.34%; accuracy_at_5 = 12.11%; loss = 4.380271  (0.478330 s/it)
Iteration   320: accuracy_at_1 =  2.73%; accuracy_at_5 = 12.50%; loss = 4.397216  (0.477906 s/it)
Iteration   330: accuracy_at_1 =  3.91%; accuracy_at_5 = 10.55%; loss = 4.375176  (0.476626 s/it)
Iteration   340: accuracy_at_1 =  1.95%; accuracy_at_5 =  8.20%; loss = 4.394881  (0.476580 s/it)
Iteration   350: accuracy_at_1 =  1.95%; accuracy_at_5 = 11.33%; loss = 4.427929  (0.476252 s/it)
Iteration   360: accuracy_at_1 =  1.17%; accuracy_at_5 =  8.20%; loss = 4.482506  (0.476652 s/it)
Iteration   370: accuracy_at_1 =  3.12%; accuracy_at_5 = 10.94%; loss = 4.416261  (0.476637 s/it)
Iteration   380: accuracy_at_1 =  1.95%; accuracy_at_5 =  8.20%; loss = 4.464943  (0.477317 s/it)
Iteration   390: accuracy_at_1 =  3.12%; accuracy_at_5 = 10.94%; loss = 4.421071  (0.479795 s/it)
Iteration   400: accuracy_at_1 =  0.39%; accuracy_at_5 =  9.77%; loss = 4.386588  (0.478538 s/it)
Iteration   410: accuracy_at_1 =  3.12%; accuracy_at_5 = 12.11%; loss = 4.349556  (0.478267 s/it)
Iteration   420: accuracy_at_1 =  2.34%; accuracy_at_5 =  8.20%; loss = 4.409411  (0.478383 s/it)
Iteration   430: accuracy_at_1 =  1.95%; accuracy_at_5 = 10.94%; loss = 4.397263  (0.479153 s/it)
Iteration   440: accuracy_at_1 =  1.56%; accuracy_at_5 = 10.94%; loss = 4.350644  (0.478820 s/it)
Iteration   450: accuracy_at_1 =  1.95%; accuracy_at_5 =  8.20%; loss = 4.438698  (0.478225 s/it)
Iteration   460: accuracy_at_1 =  4.30%; accuracy_at_5 = 11.33%; loss = 4.382189  (0.477541 s/it)
Iteration   470: accuracy_at_1 =  2.34%; accuracy_at_5 = 13.28%; loss = 4.360584  (0.477653 s/it)
Iteration   480: accuracy_at_1 =  1.95%; accuracy_at_5 = 10.55%; loss = 4.425956  (0.477225 s/it)
Iteration   490: accuracy_at_1 =  4.69%; accuracy_at_5 = 14.45%; loss = 4.373843  (0.477520 s/it)
Iteration   500: accuracy_at_1 =  3.12%; accuracy_at_5 = 12.89%; loss = 4.302132  (0.477671 s/it)
Iteration   510: accuracy_at_1 =  3.12%; accuracy_at_5 = 12.89%; loss = 4.322559  (0.477415 s/it)
Iteration   520: accuracy_at_1 =  2.34%; accuracy_at_5 = 13.67%; loss = 4.274272  (0.478701 s/it)
Iteration   530: accuracy_at_1 =  1.95%; accuracy_at_5 = 14.84%; loss = 4.333482  (0.478466 s/it)
Iteration   540: accuracy_at_1 =  3.52%; accuracy_at_5 = 12.89%; loss = 4.288691  (0.478677 s/it)
Iteration   550: accuracy_at_1 =  3.12%; accuracy_at_5 = 15.23%; loss = 4.289408  (0.478701 s/it)
Iteration   560: accuracy_at_1 =  3.91%; accuracy_at_5 = 12.50%; loss = 4.265928  (0.478655 s/it)
Iteration   570: accuracy_at_1 =  2.34%; accuracy_at_5 = 11.33%; loss = 4.354426  (0.478940 s/it)
Iteration   580: accuracy_at_1 =  2.73%; accuracy_at_5 = 14.84%; loss = 4.332664  (0.477979 s/it)
Iteration   590: accuracy_at_1 =  3.12%; accuracy_at_5 = 13.67%; loss = 4.296630  (0.477756 s/it)
Iteration   600: accuracy_at_1 =  3.12%; accuracy_at_5 = 16.80%; loss = 4.281049  (0.477172 s/it)
Iteration   610: accuracy_at_1 =  4.30%; accuracy_at_5 = 14.06%; loss = 4.260005  (0.477295 s/it)
Iteration   620: accuracy_at_1 =  3.12%; accuracy_at_5 = 15.62%; loss = 4.254547  (0.477634 s/it)
Iteration   630: accuracy_at_1 =  3.12%; accuracy_at_5 = 15.23%; loss = 4.249340  (0.477100 s/it)
Iteration   640: accuracy_at_1 =  5.86%; accuracy_at_5 = 17.19%; loss = 4.198926  (0.477737 s/it)
Iteration   650: accuracy_at_1 =  3.52%; accuracy_at_5 = 16.02%; loss = 4.301338  (0.479003 s/it)
Iteration   660: accuracy_at_1 =  3.91%; accuracy_at_5 = 14.45%; loss = 4.275668  (0.478896 s/it)
Iteration   670: accuracy_at_1 =  3.52%; accuracy_at_5 = 14.84%; loss = 4.252722  (0.478915 s/it)
Iteration   680: accuracy_at_1 =  2.73%; accuracy_at_5 = 12.89%; loss = 4.228151  (0.478764 s/it)
Iteration   690: accuracy_at_1 =  5.86%; accuracy_at_5 = 16.02%; loss = 4.191405  (0.478494 s/it)
Iteration   700: accuracy_at_1 =  2.34%; accuracy_at_5 = 13.67%; loss = 4.291821  (0.478256 s/it)
Iteration   710: accuracy_at_1 =  5.47%; accuracy_at_5 = 14.84%; loss = 4.295998  (0.477390 s/it)
Iteration   720: accuracy_at_1 =  3.52%; accuracy_at_5 = 18.36%; loss = 4.176872  (0.477683 s/it)
Iteration   730: accuracy_at_1 =  2.73%; accuracy_at_5 = 15.23%; loss = 4.291333  (0.477260 s/it)
Iteration   740: accuracy_at_1 =  3.52%; accuracy_at_5 = 14.84%; loss = 4.258829  (0.477772 s/it)
Iteration   750: accuracy_at_1 =  6.64%; accuracy_at_5 = 19.92%; loss = 4.114615  (0.477724 s/it)
Iteration   760: accuracy_at_1 =  2.34%; accuracy_at_5 = 14.06%; loss = 4.264285  (0.478016 s/it)
Iteration   770: accuracy_at_1 =  7.81%; accuracy_at_5 = 17.19%; loss = 4.255124  (0.478376 s/it)
Iteration   780: accuracy_at_1 =  2.73%; accuracy_at_5 = 17.19%; loss = 4.294173  (0.480753 s/it)
Iteration   790: accuracy_at_1 =  6.64%; accuracy_at_5 = 19.53%; loss = 4.171896  (0.479682 s/it)
Iteration   800: accuracy_at_1 =  4.69%; accuracy_at_5 = 15.23%; loss = 4.267897  (0.478562 s/it)
Iteration   810: accuracy_at_1 =  3.52%; accuracy_at_5 = 14.06%; loss = 4.245598  (0.479016 s/it)
Iteration   820: accuracy_at_1 =  3.52%; accuracy_at_5 = 16.41%; loss = 4.289055  (0.479112 s/it)
Iteration   830: accuracy_at_1 =  3.52%; accuracy_at_5 = 22.27%; loss = 4.158913  (0.479122 s/it)
Iteration   840: accuracy_at_1 =  3.12%; accuracy_at_5 = 19.92%; loss = 4.179919  (0.477556 s/it)
Iteration   850: accuracy_at_1 =  5.08%; accuracy_at_5 = 16.41%; loss = 4.186886  (0.477190 s/it)
Iteration   860: accuracy_at_1 =  2.73%; accuracy_at_5 = 16.02%; loss = 4.206696  (0.477267 s/it)
Iteration   870: accuracy_at_1 =  3.91%; accuracy_at_5 = 12.50%; loss = 4.233231  (0.477059 s/it)
Iteration   880: accuracy_at_1 =  5.47%; accuracy_at_5 = 18.36%; loss = 4.145660  (0.477029 s/it)
Iteration   890: accuracy_at_1 =  4.30%; accuracy_at_5 = 15.62%; loss = 4.221926  (0.477011 s/it)
Iteration   900: accuracy_at_1 =  5.47%; accuracy_at_5 = 18.36%; loss = 4.095276  (0.477519 s/it)
Iteration   910: accuracy_at_1 =  3.12%; accuracy_at_5 = 17.97%; loss = 4.186107  (0.478794 s/it)
Iteration   920: accuracy_at_1 =  5.47%; accuracy_at_5 = 17.58%; loss = 4.120653  (0.478269 s/it)
Iteration   930: accuracy_at_1 =  2.34%; accuracy_at_5 = 17.19%; loss = 4.216535  (0.478239 s/it)
Iteration   940: accuracy_at_1 =  4.30%; accuracy_at_5 = 17.19%; loss = 4.153333  (0.478291 s/it)
Iteration   950: accuracy_at_1 =  5.86%; accuracy_at_5 = 21.48%; loss = 4.103670  (0.478125 s/it)
Iteration   960: accuracy_at_1 =  3.91%; accuracy_at_5 = 14.84%; loss = 4.239657  (0.478340 s/it)
Iteration   970: accuracy_at_1 =  5.08%; accuracy_at_5 = 16.80%; loss = 4.199303  (0.477366 s/it)
Iteration   980: accuracy_at_1 =  5.86%; accuracy_at_5 = 14.06%; loss = 4.229400  (0.477484 s/it)
Iteration   990: accuracy_at_1 =  5.08%; accuracy_at_5 = 17.58%; loss = 4.156918  (0.477171 s/it)
Iteration  1000: accuracy_at_1 =  5.08%; accuracy_at_5 = 17.58%; loss = 4.184510  (0.477910 s/it)
Iteration  1010: accuracy_at_1 =  5.86%; accuracy_at_5 = 23.05%; loss = 4.108873  (0.477770 s/it)
Iteration  1020: accuracy_at_1 =  4.30%; accuracy_at_5 = 21.09%; loss = 4.182125  (0.477631 s/it)
Iteration  1030: accuracy_at_1 =  5.08%; accuracy_at_5 = 19.92%; loss = 4.139041  (0.478340 s/it)
Iteration  1040: accuracy_at_1 =  7.42%; accuracy_at_5 = 21.88%; loss = 4.091763  (0.478619 s/it)
Iteration  1050: accuracy_at_1 =  5.08%; accuracy_at_5 = 19.53%; loss = 4.215088  (0.478596 s/it)
Iteration  1060: accuracy_at_1 =  6.25%; accuracy_at_5 = 19.53%; loss = 4.127546  (0.478864 s/it)
Iteration  1070: accuracy_at_1 =  3.91%; accuracy_at_5 = 16.80%; loss = 4.276197  (0.478490 s/it)
Iteration  1080: accuracy_at_1 =  4.69%; accuracy_at_5 = 19.53%; loss = 4.210569  (0.478486 s/it)
Iteration  1090: accuracy_at_1 =  6.25%; accuracy_at_5 = 19.53%; loss = 4.077907  (0.478281 s/it)
Iteration  1100: accuracy_at_1 =  3.52%; accuracy_at_5 = 18.36%; loss = 4.179482  (0.477084 s/it)
Iteration  1110: accuracy_at_1 =  3.52%; accuracy_at_5 = 18.36%; loss = 4.259349  (0.477106 s/it)
Iteration  1120: accuracy_at_1 =  7.81%; accuracy_at_5 = 22.66%; loss = 4.165296  (0.477054 s/it)
Iteration  1130: accuracy_at_1 =  5.86%; accuracy_at_5 = 22.27%; loss = 4.052971  (0.477083 s/it)
Iteration  1140: accuracy_at_1 =  5.86%; accuracy_at_5 = 21.48%; loss = 4.119517  (0.477156 s/it)
Iteration  1150: accuracy_at_1 =  3.52%; accuracy_at_5 = 21.48%; loss = 4.087961  (0.477297 s/it)
Iteration  1160: accuracy_at_1 =  4.69%; accuracy_at_5 = 20.31%; loss = 4.123920  (0.478595 s/it)
Iteration  1170: accuracy_at_1 =  7.81%; accuracy_at_5 = 22.27%; loss = 4.067071  (0.479718 s/it)
Iteration  1180: accuracy_at_1 =  4.69%; accuracy_at_5 = 23.44%; loss = 4.036232  (0.478935 s/it)
Iteration  1190: accuracy_at_1 =  4.69%; accuracy_at_5 = 19.14%; loss = 4.121166  (0.479067 s/it)
Iteration  1200: accuracy_at_1 =  3.52%; accuracy_at_5 = 18.75%; loss = 4.069226  (0.478409 s/it)
Iteration  1210: accuracy_at_1 =  5.08%; accuracy_at_5 = 21.09%; loss = 4.160875  (0.478960 s/it)
Iteration  1220: accuracy_at_1 =  5.47%; accuracy_at_5 = 25.39%; loss = 4.064560  (0.477847 s/it)
Iteration  1230: accuracy_at_1 =  7.81%; accuracy_at_5 = 24.22%; loss = 4.001191  (0.477315 s/it)
Iteration  1240: accuracy_at_1 =  5.86%; accuracy_at_5 = 24.22%; loss = 3.984348  (0.477198 s/it)
Iteration  1250: accuracy_at_1 =  6.64%; accuracy_at_5 = 25.00%; loss = 3.988556  (0.477240 s/it)
Iteration  1260: accuracy_at_1 = 10.55%; accuracy_at_5 = 25.78%; loss = 4.005239  (0.477194 s/it)
Iteration  1270: accuracy_at_1 =  7.42%; accuracy_at_5 = 24.61%; loss = 4.081997  (0.476968 s/it)
Iteration  1280: accuracy_at_1 =  5.47%; accuracy_at_5 = 20.70%; loss = 4.072899  (0.477423 s/it)
Iteration  1290: accuracy_at_1 =  5.47%; accuracy_at_5 = 18.75%; loss = 4.116475  (0.478678 s/it)
Iteration  1300: accuracy_at_1 =  7.03%; accuracy_at_5 = 23.44%; loss = 4.050097  (0.478191 s/it)
Iteration  1310: accuracy_at_1 =  7.03%; accuracy_at_5 = 25.00%; loss = 3.962038  (0.479014 s/it)
Iteration  1320: accuracy_at_1 =  6.64%; accuracy_at_5 = 25.00%; loss = 4.020073  (0.478484 s/it)
Iteration  1330: accuracy_at_1 =  5.47%; accuracy_at_5 = 28.12%; loss = 3.949276  (0.477906 s/it)
Iteration  1340: accuracy_at_1 =  8.20%; accuracy_at_5 = 26.17%; loss = 4.000160  (0.477835 s/it)
Iteration  1350: accuracy_at_1 =  8.98%; accuracy_at_5 = 26.95%; loss = 3.931297  (0.477684 s/it)
Iteration  1360: accuracy_at_1 =  7.42%; accuracy_at_5 = 24.22%; loss = 4.051276  (0.477345 s/it)
Iteration  1370: accuracy_at_1 =  7.42%; accuracy_at_5 = 34.38%; loss = 3.919480  (0.476916 s/it)
Iteration  1380: accuracy_at_1 =  7.03%; accuracy_at_5 = 21.48%; loss = 4.007101  (0.476961 s/it)
Iteration  1390: accuracy_at_1 =  7.03%; accuracy_at_5 = 23.44%; loss = 4.062380  (0.476832 s/it)
Iteration  1400: accuracy_at_1 =  7.03%; accuracy_at_5 = 26.95%; loss = 3.927873  (0.476933 s/it)
Iteration  1410: accuracy_at_1 =  8.20%; accuracy_at_5 = 29.30%; loss = 3.902092  (0.477381 s/it)
Iteration  1420: accuracy_at_1 =  5.47%; accuracy_at_5 = 27.73%; loss = 3.872445  (0.478732 s/it)
Iteration  1430: accuracy_at_1 =  9.38%; accuracy_at_5 = 24.22%; loss = 3.965584  (0.478193 s/it)
Iteration  1440: accuracy_at_1 =  7.81%; accuracy_at_5 = 22.66%; loss = 4.039819  (0.478489 s/it)
Iteration  1450: accuracy_at_1 = 10.16%; accuracy_at_5 = 29.69%; loss = 3.913804  (0.478390 s/it)
Iteration  1460: accuracy_at_1 =  8.59%; accuracy_at_5 = 27.34%; loss = 4.001580  (0.477922 s/it)
Iteration  1470: accuracy_at_1 =  8.20%; accuracy_at_5 = 30.08%; loss = 3.893884  (0.478369 s/it)
Iteration  1480: accuracy_at_1 =  7.81%; accuracy_at_5 = 26.56%; loss = 3.997159  (0.477686 s/it)
Iteration  1490: accuracy_at_1 =  5.86%; accuracy_at_5 = 26.56%; loss = 4.032622  (0.477468 s/it)
Iteration  1500: accuracy_at_1 = 10.94%; accuracy_at_5 = 25.39%; loss = 4.000006  (0.477099 s/it)
Iteration  1510: accuracy_at_1 =  5.47%; accuracy_at_5 = 23.44%; loss = 4.001436  (0.477422 s/it)
Iteration  1520: accuracy_at_1 =  5.47%; accuracy_at_5 = 20.70%; loss = 4.066392  (0.477478 s/it)
Iteration  1530: accuracy_at_1 =  8.59%; accuracy_at_5 = 25.39%; loss = 4.059511  (0.477059 s/it)
Iteration  1540: accuracy_at_1 =  8.20%; accuracy_at_5 = 26.95%; loss = 3.933477  (0.477363 s/it)
Iteration  1550: accuracy_at_1 =  8.98%; accuracy_at_5 = 28.12%; loss = 4.005043  (0.479102 s/it)
Iteration  1560: accuracy_at_1 =  6.25%; accuracy_at_5 = 26.95%; loss = 3.940618  (0.480031 s/it)
Iteration  1570: accuracy_at_1 =  8.98%; accuracy_at_5 = 30.08%; loss = 3.917419  (0.478894 s/it)
Iteration  1580: accuracy_at_1 =  7.81%; accuracy_at_5 = 28.91%; loss = 3.992309  (0.478700 s/it)
Iteration  1590: accuracy_at_1 =  6.64%; accuracy_at_5 = 25.00%; loss = 4.053197  (0.478654 s/it)
Iteration  1600: accuracy_at_1 =  6.25%; accuracy_at_5 = 27.73%; loss = 3.992181  (0.478767 s/it)
Iteration  1610: accuracy_at_1 =  6.64%; accuracy_at_5 = 22.27%; loss = 4.064221  (0.477455 s/it)
Iteration  1620: accuracy_at_1 =  8.20%; accuracy_at_5 = 28.91%; loss = 3.890712  (0.477466 s/it)
Iteration  1630: accuracy_at_1 =  6.64%; accuracy_at_5 = 29.69%; loss = 3.973539  (0.477294 s/it)
Iteration  1640: accuracy_at_1 =  8.20%; accuracy_at_5 = 30.47%; loss = 3.905559  (0.477381 s/it)
Iteration  1650: accuracy_at_1 = 12.89%; accuracy_at_5 = 33.59%; loss = 3.806678  (0.477369 s/it)
Iteration  1660: accuracy_at_1 = 10.94%; accuracy_at_5 = 34.38%; loss = 3.797834  (0.477587 s/it)
Iteration  1670: accuracy_at_1 =  4.69%; accuracy_at_5 = 24.61%; loss = 3.953643  (0.479310 s/it)
Iteration  1680: accuracy_at_1 =  6.64%; accuracy_at_5 = 26.17%; loss = 3.928160  (0.479407 s/it)
Iteration  1690: accuracy_at_1 = 10.55%; accuracy_at_5 = 28.91%; loss = 3.808552  (0.479586 s/it)
Iteration  1700: accuracy_at_1 =  8.98%; accuracy_at_5 = 26.17%; loss = 4.006728  (0.478971 s/it)
Iteration  1710: accuracy_at_1 =  9.77%; accuracy_at_5 = 31.25%; loss = 3.852801  (0.478608 s/it)
Iteration  1720: accuracy_at_1 = 10.55%; accuracy_at_5 = 32.42%; loss = 3.856578  (0.478218 s/it)
Iteration  1730: accuracy_at_1 =  8.20%; accuracy_at_5 = 33.59%; loss = 3.741705  (0.478039 s/it)
Iteration  1740: accuracy_at_1 =  7.42%; accuracy_at_5 = 28.12%; loss = 3.915632  (0.477265 s/it)
Iteration  1750: accuracy_at_1 =  7.42%; accuracy_at_5 = 21.88%; loss = 3.958893  (0.476920 s/it)
Iteration  1760: accuracy_at_1 = 12.50%; accuracy_at_5 = 33.98%; loss = 3.813368  (0.476709 s/it)
Iteration  1770: accuracy_at_1 = 10.16%; accuracy_at_5 = 36.33%; loss = 3.765611  (0.477041 s/it)
Iteration  1780: accuracy_at_1 =  7.42%; accuracy_at_5 = 27.34%; loss = 3.928432  (0.477210 s/it)
Iteration  1790: accuracy_at_1 =  9.38%; accuracy_at_5 = 33.59%; loss = 3.828101  (0.477177 s/it)
Iteration  1800: accuracy_at_1 = 10.16%; accuracy_at_5 = 30.47%; loss = 3.761224  (0.478399 s/it)
Iteration  1810: accuracy_at_1 = 10.55%; accuracy_at_5 = 34.38%; loss = 3.707420  (0.478665 s/it)
Iteration  1820: accuracy_at_1 =  8.20%; accuracy_at_5 = 27.34%; loss = 3.875691  (0.478780 s/it)
Iteration  1830: accuracy_at_1 = 10.55%; accuracy_at_5 = 30.86%; loss = 3.871981  (0.478801 s/it)
Iteration  1840: accuracy_at_1 =  8.98%; accuracy_at_5 = 33.59%; loss = 3.805546  (0.478938 s/it)
Iteration  1850: accuracy_at_1 =  5.86%; accuracy_at_5 = 30.47%; loss = 3.901625  (0.478780 s/it)
Iteration  1860: accuracy_at_1 =  7.42%; accuracy_at_5 = 33.59%; loss = 3.789101  (0.478105 s/it)
Iteration  1870: accuracy_at_1 =  7.03%; accuracy_at_5 = 26.95%; loss = 4.012835  (0.477841 s/it)
Iteration  1880: accuracy_at_1 =  8.98%; accuracy_at_5 = 29.69%; loss = 3.859007  (0.478140 s/it)
Iteration  1890: accuracy_at_1 =  6.64%; accuracy_at_5 = 28.12%; loss = 3.980310  (0.477592 s/it)
Iteration  1900: accuracy_at_1 = 10.16%; accuracy_at_5 = 30.86%; loss = 3.801783  (0.477514 s/it)
Iteration  1910: accuracy_at_1 =  8.59%; accuracy_at_5 = 27.73%; loss = 3.980051  (0.477680 s/it)
Iteration  1920: accuracy_at_1 =  4.69%; accuracy_at_5 = 24.61%; loss = 3.935432  (0.477807 s/it)
Iteration  1930: accuracy_at_1 = 11.72%; accuracy_at_5 = 37.89%; loss = 3.714069  (0.478999 s/it)
Iteration  1940: accuracy_at_1 = 10.94%; accuracy_at_5 = 32.03%; loss = 3.916910  (0.478489 s/it)
Iteration  1950: accuracy_at_1 = 10.94%; accuracy_at_5 = 32.03%; loss = 3.847336  (0.478818 s/it)
Iteration  1960: accuracy_at_1 = 12.89%; accuracy_at_5 = 29.30%; loss = 3.784507  (0.480652 s/it)
Iteration  1970: accuracy_at_1 = 11.72%; accuracy_at_5 = 31.25%; loss = 3.756646  (0.478777 s/it)
Iteration  1980: accuracy_at_1 =  7.42%; accuracy_at_5 = 28.52%; loss = 3.844876  (0.478777 s/it)
Iteration  1990: accuracy_at_1 = 12.50%; accuracy_at_5 = 32.81%; loss = 3.802381  (0.478035 s/it)
Iteration  2000: accuracy_at_1 =  8.20%; accuracy_at_5 = 26.56%; loss = 3.830159  (0.477425 s/it)
Iteration  2010: accuracy_at_1 = 10.55%; accuracy_at_5 = 34.77%; loss = 3.691750  (0.477544 s/it)
Iteration  2020: accuracy_at_1 = 10.94%; accuracy_at_5 = 30.08%; loss = 3.887604  (0.477584 s/it)
Iteration  2030: accuracy_at_1 = 10.16%; accuracy_at_5 = 33.59%; loss = 3.818556  (0.477422 s/it)
Iteration  2040: accuracy_at_1 = 14.06%; accuracy_at_5 = 37.11%; loss = 3.715060  (0.477715 s/it)
Iteration  2050: accuracy_at_1 = 13.67%; accuracy_at_5 = 37.50%; loss = 3.739058  (0.477927 s/it)
Iteration  2060: accuracy_at_1 = 10.55%; accuracy_at_5 = 27.34%; loss = 3.939681  (0.478911 s/it)
Iteration  2070: accuracy_at_1 =  9.77%; accuracy_at_5 = 33.59%; loss = 3.798161  (0.478502 s/it)
Iteration  2080: accuracy_at_1 = 13.67%; accuracy_at_5 = 33.59%; loss = 3.703052  (0.478695 s/it)
Iteration  2090: accuracy_at_1 = 11.72%; accuracy_at_5 = 29.69%; loss = 3.864853  (0.478970 s/it)
Iteration  2100: accuracy_at_1 = 12.11%; accuracy_at_5 = 36.72%; loss = 3.730723  (0.478796 s/it)
Iteration  2110: accuracy_at_1 =  9.77%; accuracy_at_5 = 37.11%; loss = 3.735251  (0.479047 s/it)
Iteration  2120: accuracy_at_1 =  9.77%; accuracy_at_5 = 30.47%; loss = 3.784698  (0.477813 s/it)
Iteration  2130: accuracy_at_1 = 11.72%; accuracy_at_5 = 36.33%; loss = 3.653901  (0.477662 s/it)
Iteration  2140: accuracy_at_1 = 12.11%; accuracy_at_5 = 35.16%; loss = 3.666641  (0.477673 s/it)
Iteration  2150: accuracy_at_1 =  9.38%; accuracy_at_5 = 29.69%; loss = 3.827849  (0.477530 s/it)
Iteration  2160: accuracy_at_1 = 10.55%; accuracy_at_5 = 35.16%; loss = 3.764909  (0.477935 s/it)
Iteration  2170: accuracy_at_1 =  8.20%; accuracy_at_5 = 33.20%; loss = 3.762390  (0.477517 s/it)
Iteration  2180: accuracy_at_1 = 10.94%; accuracy_at_5 = 30.86%; loss = 3.726706  (0.478340 s/it)
Iteration  2190: accuracy_at_1 = 11.72%; accuracy_at_5 = 31.64%; loss = 3.761701  (0.478594 s/it)
Iteration  2200: accuracy_at_1 = 14.45%; accuracy_at_5 = 36.72%; loss = 3.795548  (0.477686 s/it)
Iteration  2210: accuracy_at_1 =  8.20%; accuracy_at_5 = 28.91%; loss = 3.892471  (0.478153 s/it)
Iteration  2220: accuracy_at_1 =  8.98%; accuracy_at_5 = 28.91%; loss = 3.803674  (0.478301 s/it)
Iteration  2230: accuracy_at_1 =  9.38%; accuracy_at_5 = 31.64%; loss = 3.795578  (0.478862 s/it)
Iteration  2240: accuracy_at_1 = 12.11%; accuracy_at_5 = 33.20%; loss = 3.726736  (0.478619 s/it)
Iteration  2250: accuracy_at_1 = 11.33%; accuracy_at_5 = 36.33%; loss = 3.656065  (0.477499 s/it)
Iteration  2260: accuracy_at_1 =  9.38%; accuracy_at_5 = 32.81%; loss = 3.809706  (0.477708 s/it)
Iteration  2270: accuracy_at_1 = 10.55%; accuracy_at_5 = 35.94%; loss = 3.682953  (0.477689 s/it)
Iteration  2280: accuracy_at_1 = 10.16%; accuracy_at_5 = 36.33%; loss = 3.663538  (0.477442 s/it)
Iteration  2290: accuracy_at_1 =  9.77%; accuracy_at_5 = 33.20%; loss = 3.622909  (0.477545 s/it)
Iteration  2300: accuracy_at_1 = 10.55%; accuracy_at_5 = 33.20%; loss = 3.793761  (0.477638 s/it)
Iteration  2310: accuracy_at_1 =  9.77%; accuracy_at_5 = 40.62%; loss = 3.673306  (0.478050 s/it)
Iteration  2320: accuracy_at_1 = 14.06%; accuracy_at_5 = 37.11%; loss = 3.704827  (0.478876 s/it)
